,X,Var1,original,value,level1,level2,State,Zone,Region,Purpose,level3
27444,27444,84,BEDHol,45.0840203695723,A,A,B,E,D,Hol,G2
27445,27445,85,BEDHol,71.1656161781649,A,A,B,E,D,Hol,G2
27446,27446,86,BEDHol,90.6692065555295,A,A,B,E,D,Hol,G2
27447,27447,87,BEDHol,82.4546527923898,A,A,B,E,D,Hol,G2
27448,27448,88,BEDHol,57.1730524083169,A,A,B,E,D,Hol,G2
27449,27449,89,BEDHol,50.503112892798,A,A,B,E,D,Hol,G2
27450,27450,90,BEDHol,27.0979742127989,A,A,B,E,D,Hol,G2
27451,27451,91,BEDHol,15.7765056652014,A,A,B,E,D,Hol,G2
27452,27452,92,BEDHol,110.156181135321,A,A,B,E,D,Hol,G2
27453,27453,93,BEDHol,26.7417757984556,A,A,B,E,D,Hol,G2
27454,27454,94,BEDHol,118.150969127355,A,A,B,E,D,Hol,G2
27455,27455,95,BEDHol,19.7731692528043,A,A,B,E,D,Hol,G2
27456,27456,96,BEDHol,-14.5948295739814,A,A,B,E,D,Hol,G2
27457,27457,97,BEDHol,115.467902900093,A,A,B,E,D,Hol,G2
27458,27458,98,BEDHol,64.4171986581884,A,A,B,E,D,Hol,G2
27459,27459,99,BEDHol,12.4402528802715,A,A,B,E,D,Hol,G2
27460,27460,100,BEDHol,28.6552247354627,A,A,B,E,D,Hol,G2
27461,27461,101,BEDHol,67.5954450678809,A,A,B,E,D,Hol,G2
27462,27462,102,BEDHol,85.9253123740773,A,A,B,E,D,Hol,G2
27463,27463,103,BEDHol,2.27125081251431,A,A,B,E,D,Hol,G2
27464,27464,104,BEDHol,56.2702224141068,A,A,B,E,D,Hol,G2
27465,27465,105,BEDHol,77.7412021221228,A,A,B,E,D,Hol,G2
27466,27466,106,BEDHol,32.0086728718784,A,A,B,E,D,Hol,G2
27467,27467,107,BEDHol,18.2646704449337,A,A,B,E,D,Hol,G2
27468,27468,108,BEDHol,-0.716071700564783,A,A,B,E,D,Hol,G2
27469,27469,109,BEDHol,91.2971261831969,A,A,B,E,D,Hol,G2
27470,27470,110,BEDHol,156.442117742129,A,A,B,E,D,Hol,G2
27471,27471,111,BEDHol,63.2607584728815,A,A,B,E,D,Hol,G2
27472,27472,112,BEDHol,11.3092173945406,A,A,B,E,D,Hol,G2
27473,27473,113,BEDHol,20.2085019381484,A,A,B,E,D,Hol,G2
27474,27474,114,BEDHol,55.1391021533045,A,A,B,E,D,Hol,G2
27475,27475,115,BEDHol,-16.9082533112842,A,A,B,E,D,Hol,G2
27476,27476,116,BEDHol,54.3100605112826,A,A,B,E,D,Hol,G2
27477,27477,117,BEDHol,29.9931089482572,A,A,B,E,D,Hol,G2
27478,27478,118,BEDHol,14.0363065032278,A,A,B,E,D,Hol,G2
27479,27479,119,BEDHol,32.9253003665748,A,A,B,E,D,Hol,G2
27480,27480,120,BEDHol,29.8217357812606,A,A,B,E,D,Hol,G2
27481,27481,121,BEDHol,87.1042269837116,A,A,B,E,D,Hol,G2
27482,27482,122,BEDHol,130.480022208939,A,A,B,E,D,Hol,G2
27483,27483,123,BEDHol,73.2079938023486,A,A,B,E,D,Hol,G2
27484,27484,124,BEDHol,36.816637035699,A,A,B,E,D,Hol,G2
27485,27485,125,BEDHol,92.7781315344077,A,A,B,E,D,Hol,G2
27486,27486,126,BEDHol,42.7077502988989,A,A,B,E,D,Hol,G2
27487,27487,127,BEDHol,117.53948332948,A,A,B,E,D,Hol,G2
27488,27488,128,BEDHol,68.613405428705,A,A,B,E,D,Hol,G2
27489,27489,129,BEDHol,93.8115841955225,A,A,B,E,D,Hol,G2
27490,27490,130,BEDHol,-20.32144845846,A,A,B,E,D,Hol,G2
27491,27491,131,BEDHol,139.343847370754,A,A,B,E,D,Hol,G2
27492,27492,132,BEDHol,20.3790784166455,A,A,B,E,D,Hol,G2
27493,27493,133,BEDHol,48.4756383006216,A,A,B,E,D,Hol,G2
27494,27494,134,BEDHol,91.2074944472317,A,A,B,E,D,Hol,G2
27495,27495,135,BEDHol,40.206158152829,A,A,B,E,D,Hol,G2
27496,27496,136,BEDHol,101.359867511544,A,A,B,E,D,Hol,G2
27497,27497,137,BEDHol,18.331171581598,A,A,B,E,D,Hol,G2
27498,27498,138,BEDHol,46.6066832690508,A,A,B,E,D,Hol,G2
27499,27499,139,BEDHol,9.90855580669684,A,A,B,E,D,Hol,G2
27500,27500,140,BEDHol,68.699334944212,A,A,B,E,D,Hol,G2
27501,27501,141,BEDHol,-42.6481083258596,A,A,B,E,D,Hol,G2
27502,27502,142,BEDHol,73.0909509026895,A,A,B,E,D,Hol,G2
27503,27503,143,BEDHol,126.725545187265,A,A,B,E,D,Hol,G2
27504,27504,144,BEDHol,92.9200085621466,A,A,B,E,D,Hol,G2
27505,27505,145,BEDHol,0.762358596815297,A,A,B,E,D,Hol,G2
27506,27506,146,BEDHol,157.516724790168,A,A,B,E,D,Hol,G2
27507,27507,147,BEDHol,69.0850155104175,A,A,B,E,D,Hol,G2
27508,27508,148,BEDHol,55.4153505310308,A,A,B,E,D,Hol,G2
27509,27509,149,BEDHol,79.0986921167194,A,A,B,E,D,Hol,G2
27510,27510,150,BEDHol,56.9319559274238,A,A,B,E,D,Hol,G2
27511,27511,151,BEDHol,105.109425021774,A,A,B,E,D,Hol,G2
27512,27512,152,BEDHol,90.8070089177299,A,A,B,E,D,Hol,G2
27513,27513,153,BEDHol,76.1541622382683,A,A,B,E,D,Hol,G2
27514,27514,154,BEDHol,8.17205715679598,A,A,B,E,D,Hol,G2
27515,27515,155,BEDHol,104.064202961043,A,A,B,E,D,Hol,G2
27516,27516,156,BEDHol,44.928957157256,A,A,B,E,D,Hol,G2
27517,27517,157,BEDHol,13.4235744918323,A,A,B,E,D,Hol,G2
27518,27518,158,BEDHol,123.215080144381,A,A,B,E,D,Hol,G2
27519,27519,159,BEDHol,21.7830934191026,A,A,B,E,D,Hol,G2
27520,27520,160,BEDHol,66.7044094532655,A,A,B,E,D,Hol,G2
27521,27521,161,BEDHol,37.3903719893851,A,A,B,E,D,Hol,G2
27522,27522,162,BEDHol,17.4027931439339,A,A,B,E,D,Hol,G2
27523,27523,163,BEDHol,83.6430755974749,A,A,B,E,D,Hol,G2
27524,27524,164,BEDHol,4.08666345802511,A,A,B,E,D,Hol,G2
27525,27525,165,BEDHol,109.020556611633,A,A,B,E,D,Hol,G2
27526,27526,166,BEDHol,38.8406658317121,A,A,B,E,D,Hol,G2
27527,27527,167,BEDHol,60.8293726890759,A,A,B,E,D,Hol,G2
27528,27528,168,BEDHol,-22.8429092923433,A,A,B,E,D,Hol,G2
27529,27529,169,BEDHol,11.9424872867668,A,A,B,E,D,Hol,G2
27530,27530,170,BEDHol,155.403859208952,A,A,B,E,D,Hol,G2
27531,27531,171,BEDHol,64.8181140343192,A,A,B,E,D,Hol,G2
27532,27532,172,BEDHol,142.429369988948,A,A,B,E,D,Hol,G2
27533,27533,173,BEDHol,-44.5044311805647,A,A,B,E,D,Hol,G2
27534,27534,174,BEDHol,13.750556949333,A,A,B,E,D,Hol,G2
27535,27535,175,BEDHol,79.8705791282361,A,A,B,E,D,Hol,G2
27536,27536,176,BEDHol,67.4283339135944,A,A,B,E,D,Hol,G2
27537,27537,177,BEDHol,4.4369548845247,A,A,B,E,D,Hol,G2
27538,27538,178,BEDHol,56.3531353565942,A,A,B,E,D,Hol,G2
27539,27539,179,BEDHol,85.2878736816812,A,A,B,E,D,Hol,G2
27540,27540,180,BEDHol,-20.8086811997426,A,A,B,E,D,Hol,G2
27541,27541,181,BEDHol,49.3356655823892,A,A,B,E,D,Hol,G2
27542,27542,182,BEDHol,89.2758454559438,A,A,B,E,D,Hol,G2
27543,27543,183,BEDHol,36.6857759675274,A,A,B,E,D,Hol,G2
27544,27544,184,BEDHol,15.2367181945679,A,A,B,E,D,Hol,G2
27545,27545,185,BEDHol,22.5182431166308,A,A,B,E,D,Hol,G2
27546,27546,186,BEDHol,75.1092156576455,A,A,B,E,D,Hol,G2
27547,27547,187,BEDHol,145.950094625943,A,A,B,E,D,Hol,G2
27548,27548,188,BEDHol,-19.3145840651295,A,A,B,E,D,Hol,G2
27549,27549,189,BEDHol,7.92223539555521,A,A,B,E,D,Hol,G2
27550,27550,190,BEDHol,41.919307147055,A,A,B,E,D,Hol,G2
27551,27551,191,BEDHol,0.433998783848793,A,A,B,E,D,Hol,G2
27552,27552,192,BEDHol,-43.6320255885579,A,A,B,E,D,Hol,G2
27553,27553,193,BEDHol,69.7748606654887,A,A,B,E,D,Hol,G2
27554,27554,194,BEDHol,97.0448087838935,A,A,B,E,D,Hol,G2
27555,27555,195,BEDHol,56.9947954012729,A,A,B,E,D,Hol,G2
27556,27556,196,BEDHol,83.0842137069117,A,A,B,E,D,Hol,G2
27557,27557,197,BEDHol,0.477250143926973,A,A,B,E,D,Hol,G2
27558,27558,198,BEDHol,38.7501858042245,A,A,B,E,D,Hol,G2
27559,27559,199,BEDHol,110.561594785387,A,A,B,E,D,Hol,G2
27560,27560,200,BEDHol,53.1636957899187,A,A,B,E,D,Hol,G2
27561,27561,201,BEDHol,24.0910649983384,A,A,B,E,D,Hol,G2
27562,27562,202,BEDHol,23.6906181893881,A,A,B,E,D,Hol,G2
27563,27563,203,BEDHol,138.910900786625,A,A,B,E,D,Hol,G2
27564,27564,204,BEDHol,45.0583380848523,A,A,B,E,D,Hol,G2
27565,27565,205,BEDHol,116.630040115194,A,A,B,E,D,Hol,G2
27566,27566,206,BEDHol,131.097243127482,A,A,B,E,D,Hol,G2
27567,27567,207,BEDHol,74.7859485255909,A,A,B,E,D,Hol,G2
27568,27568,208,BEDHol,53.7948975497924,A,A,B,E,D,Hol,G2
27569,27569,209,BEDHol,8.86460040503713,A,A,B,E,D,Hol,G2
27570,27570,210,BEDHol,69.074143722971,A,A,B,E,D,Hol,G2
27571,27571,211,BEDHol,77.6150431607913,A,A,B,E,D,Hol,G2
27572,27572,212,BEDHol,60.3341112923848,A,A,B,E,D,Hol,G2
27573,27573,213,BEDHol,26.2293802421126,A,A,B,E,D,Hol,G2
27574,27574,214,BEDHol,-8.56104108993311,A,A,B,E,D,Hol,G2
27575,27575,215,BEDHol,60.7188417429416,A,A,B,E,D,Hol,G2
27576,27576,216,BEDHol,132.107673791567,A,A,B,E,D,Hol,G2
27577,27577,217,BEDHol,96.992216062807,A,A,B,E,D,Hol,G2
27578,27578,218,BEDHol,67.4740179152978,A,A,B,E,D,Hol,G2
27579,27579,219,BEDHol,69.0749039340581,A,A,B,E,D,Hol,G2
27580,27580,220,BEDHol,49.1026430293071,A,A,B,E,D,Hol,G2
27581,27581,221,BEDHol,-0.278057361597874,A,A,B,E,D,Hol,G2
27582,27582,222,BEDHol,42.9113634276397,A,A,B,E,D,Hol,G2
27583,27583,223,BEDHol,113.435576985866,A,A,B,E,D,Hol,G2
27584,27584,224,BEDHol,96.8104038958877,A,A,B,E,D,Hol,G2
27585,27585,225,BEDHol,34.720318177304,A,A,B,E,D,Hol,G2
27586,27586,226,BEDHol,78.3931639716644,A,A,B,E,D,Hol,G2
27587,27587,227,BEDHol,78.529015492689,A,A,B,E,D,Hol,G2
27588,27588,228,BEDHol,10.370688056087,A,A,B,E,D,Hol,G2
27589,27589,1,BEDVis,56.3050324236719,A,A,B,E,D,Vis,G2
27590,27590,2,BEDVis,9.59805189994996,A,A,B,E,D,Vis,G2
27591,27591,3,BEDVis,22.7572453270352,A,A,B,E,D,Vis,G2
27592,27592,4,BEDVis,69.7021794259024,A,A,B,E,D,Vis,G2
27593,27593,5,BEDVis,131.654651904109,A,A,B,E,D,Vis,G2
27594,27594,6,BEDVis,52.8436779416039,A,A,B,E,D,Vis,G2
27595,27595,7,BEDVis,73.1330300203698,A,A,B,E,D,Vis,G2
27596,27596,8,BEDVis,112.185900950902,A,A,B,E,D,Vis,G2
27597,27597,9,BEDVis,135.503955817196,A,A,B,E,D,Vis,G2
27598,27598,10,BEDVis,-1.65667646638187,A,A,B,E,D,Vis,G2
27599,27599,11,BEDVis,29.2644188979704,A,A,B,E,D,Vis,G2
27600,27600,12,BEDVis,122.325841762162,A,A,B,E,D,Vis,G2
27601,27601,13,BEDVis,208.324207642469,A,A,B,E,D,Vis,G2
27602,27602,14,BEDVis,169.76286931295,A,A,B,E,D,Vis,G2
27603,27603,15,BEDVis,-72.9390324409413,A,A,B,E,D,Vis,G2
27604,27604,16,BEDVis,159.213353216285,A,A,B,E,D,Vis,G2
27605,27605,17,BEDVis,56.842217067975,A,A,B,E,D,Vis,G2
27606,27606,18,BEDVis,-2.32368694339833,A,A,B,E,D,Vis,G2
27607,27607,19,BEDVis,58.3531686653706,A,A,B,E,D,Vis,G2
27608,27608,20,BEDVis,76.548615082579,A,A,B,E,D,Vis,G2
27609,27609,21,BEDVis,85.8632184970515,A,A,B,E,D,Vis,G2
27610,27610,22,BEDVis,87.4938419707587,A,A,B,E,D,Vis,G2
27611,27611,23,BEDVis,4.28213657706232,A,A,B,E,D,Vis,G2
27612,27612,24,BEDVis,57.6366447341877,A,A,B,E,D,Vis,G2
27613,27613,25,BEDVis,107.523339132208,A,A,B,E,D,Vis,G2
27614,27614,26,BEDVis,96.7781445440041,A,A,B,E,D,Vis,G2
27615,27615,27,BEDVis,10.980727372266,A,A,B,E,D,Vis,G2
27616,27616,28,BEDVis,107.839957256041,A,A,B,E,D,Vis,G2
27617,27617,29,BEDVis,101.214396006043,A,A,B,E,D,Vis,G2
27618,27618,30,BEDVis,81.3520238131076,A,A,B,E,D,Vis,G2
27619,27619,31,BEDVis,101.18935682927,A,A,B,E,D,Vis,G2
27620,27620,32,BEDVis,45.5228103577228,A,A,B,E,D,Vis,G2
27621,27621,33,BEDVis,174.511138435186,A,A,B,E,D,Vis,G2
27622,27622,34,BEDVis,119.311501803763,A,A,B,E,D,Vis,G2
27623,27623,35,BEDVis,131.922710287173,A,A,B,E,D,Vis,G2
27624,27624,36,BEDVis,193.920297581063,A,A,B,E,D,Vis,G2
27625,27625,37,BEDVis,111.883725934232,A,A,B,E,D,Vis,G2
27626,27626,38,BEDVis,132.401092840898,A,A,B,E,D,Vis,G2
27627,27627,39,BEDVis,-3.00202635189305,A,A,B,E,D,Vis,G2
27628,27628,40,BEDVis,126.071471151123,A,A,B,E,D,Vis,G2
27629,27629,41,BEDVis,88.8552137819569,A,A,B,E,D,Vis,G2
27630,27630,42,BEDVis,42.0629831472224,A,A,B,E,D,Vis,G2
27631,27631,43,BEDVis,62.0738125000381,A,A,B,E,D,Vis,G2
27632,27632,44,BEDVis,92.2031277024334,A,A,B,E,D,Vis,G2
27633,27633,45,BEDVis,37.0396241525302,A,A,B,E,D,Vis,G2
27634,27634,46,BEDVis,70.7396764126965,A,A,B,E,D,Vis,G2
27635,27635,47,BEDVis,46.0845700578259,A,A,B,E,D,Vis,G2
27636,27636,48,BEDVis,64.3694939840464,A,A,B,E,D,Vis,G2
27637,27637,49,BEDVis,5.09017618299001,A,A,B,E,D,Vis,G2
27638,27638,50,BEDVis,76.6730697830831,A,A,B,E,D,Vis,G2
27639,27639,51,BEDVis,80.5420685103186,A,A,B,E,D,Vis,G2
27640,27640,52,BEDVis,47.8394933716476,A,A,B,E,D,Vis,G2
27641,27641,53,BEDVis,82.4123045183045,A,A,B,E,D,Vis,G2
27642,27642,54,BEDVis,33.481776027407,A,A,B,E,D,Vis,G2
27643,27643,55,BEDVis,179.515125379527,A,A,B,E,D,Vis,G2
27644,27644,56,BEDVis,32.7724441879018,A,A,B,E,D,Vis,G2
27645,27645,57,BEDVis,49.4319924376077,A,A,B,E,D,Vis,G2
27646,27646,58,BEDVis,34.2392940681993,A,A,B,E,D,Vis,G2
27647,27647,59,BEDVis,27.5900973914418,A,A,B,E,D,Vis,G2
27648,27648,60,BEDVis,50.7307940061062,A,A,B,E,D,Vis,G2
27649,27649,61,BEDVis,53.4948918321218,A,A,B,E,D,Vis,G2
27650,27650,62,BEDVis,96.0907689920372,A,A,B,E,D,Vis,G2
27651,27651,63,BEDVis,35.6828399406682,A,A,B,E,D,Vis,G2
27652,27652,64,BEDVis,76.7328487360319,A,A,B,E,D,Vis,G2
27653,27653,65,BEDVis,182.891340361305,A,A,B,E,D,Vis,G2
27654,27654,66,BEDVis,99.7051723144051,A,A,B,E,D,Vis,G2
27655,27655,67,BEDVis,9.42247640065169,A,A,B,E,D,Vis,G2
27656,27656,68,BEDVis,46.8112038592004,A,A,B,E,D,Vis,G2
27657,27657,69,BEDVis,35.7510851247427,A,A,B,E,D,Vis,G2
27658,27658,70,BEDVis,82.4097801207726,A,A,B,E,D,Vis,G2
27659,27659,71,BEDVis,64.5570201557252,A,A,B,E,D,Vis,G2
27660,27660,72,BEDVis,73.6773812974642,A,A,B,E,D,Vis,G2
27661,27661,73,BEDVis,9.55388341078626,A,A,B,E,D,Vis,G2
27662,27662,74,BEDVis,139.526136638085,A,A,B,E,D,Vis,G2
27663,27663,75,BEDVis,59.65220446255,A,A,B,E,D,Vis,G2
27664,27664,76,BEDVis,38.087675519603,A,A,B,E,D,Vis,G2
27665,27665,77,BEDVis,38.8732340221601,A,A,B,E,D,Vis,G2
27666,27666,78,BEDVis,67.2589937231779,A,A,B,E,D,Vis,G2
27667,27667,79,BEDVis,184.836247889494,A,A,B,E,D,Vis,G2
27668,27668,80,BEDVis,51.7423104877351,A,A,B,E,D,Vis,G2
27669,27669,81,BEDVis,72.3989801431014,A,A,B,E,D,Vis,G2
27670,27670,82,BEDVis,50.6939739082683,A,A,B,E,D,Vis,G2
27671,27671,83,BEDVis,72.507216061731,A,A,B,E,D,Vis,G2
27672,27672,84,BEDVis,190.523510432298,A,A,B,E,D,Vis,G2
27673,27673,85,BEDVis,76.3967888106349,A,A,B,E,D,Vis,G2
27674,27674,86,BEDVis,31.3886958639543,A,A,B,E,D,Vis,G2
27675,27675,87,BEDVis,51.0912505930755,A,A,B,E,D,Vis,G2
27676,27676,88,BEDVis,67.4532350847278,A,A,B,E,D,Vis,G2
27677,27677,89,BEDVis,59.0569260913112,A,A,B,E,D,Vis,G2
27678,27678,90,BEDVis,58.5821933162451,A,A,B,E,D,Vis,G2
27679,27679,91,BEDVis,74.9819708788915,A,A,B,E,D,Vis,G2
27680,27680,92,BEDVis,15.030956119197,A,A,B,E,D,Vis,G2
27681,27681,93,BEDVis,66.6331783141591,A,A,B,E,D,Vis,G2
27682,27682,94,BEDVis,44.2586262901742,A,A,B,E,D,Vis,G2
27683,27683,95,BEDVis,150.206025455046,A,A,B,E,D,Vis,G2
27684,27684,96,BEDVis,144.695338314032,A,A,B,E,D,Vis,G2
27685,27685,97,BEDVis,88.1183308159259,A,A,B,E,D,Vis,G2
27686,27686,98,BEDVis,80.9263783210073,A,A,B,E,D,Vis,G2
27687,27687,99,BEDVis,47.308979377635,A,A,B,E,D,Vis,G2
27688,27688,100,BEDVis,93.3770250973056,A,A,B,E,D,Vis,G2
27689,27689,101,BEDVis,140.200391363285,A,A,B,E,D,Vis,G2
27690,27690,102,BEDVis,27.8590276539221,A,A,B,E,D,Vis,G2
27691,27691,103,BEDVis,194.361259387271,A,A,B,E,D,Vis,G2
27692,27692,104,BEDVis,110.876983901112,A,A,B,E,D,Vis,G2
27693,27693,105,BEDVis,27.5125131296498,A,A,B,E,D,Vis,G2
27694,27694,106,BEDVis,79.9298366821856,A,A,B,E,D,Vis,G2
27695,27695,107,BEDVis,76.8710124670464,A,A,B,E,D,Vis,G2
27696,27696,108,BEDVis,47.5687051032001,A,A,B,E,D,Vis,G2
27697,27697,109,BEDVis,41.8111355656315,A,A,B,E,D,Vis,G2
27698,27698,110,BEDVis,94.1466505211218,A,A,B,E,D,Vis,G2
27699,27699,111,BEDVis,131.163728724473,A,A,B,E,D,Vis,G2
27700,27700,112,BEDVis,159.683158767156,A,A,B,E,D,Vis,G2
27701,27701,113,BEDVis,55.5104763014996,A,A,B,E,D,Vis,G2
27702,27702,114,BEDVis,28.0810107123711,A,A,B,E,D,Vis,G2
27703,27703,115,BEDVis,53.9012582015249,A,A,B,E,D,Vis,G2
27704,27704,116,BEDVis,159.522040429203,A,A,B,E,D,Vis,G2
27705,27705,117,BEDVis,1.40056104607521,A,A,B,E,D,Vis,G2
27706,27706,118,BEDVis,37.4158012344765,A,A,B,E,D,Vis,G2
27707,27707,119,BEDVis,79.644277601709,A,A,B,E,D,Vis,G2
27708,27708,120,BEDVis,-9.02421796797923,A,A,B,E,D,Vis,G2
27709,27709,121,BEDVis,157.792032009342,A,A,B,E,D,Vis,G2
27710,27710,122,BEDVis,123.352699835235,A,A,B,E,D,Vis,G2
27711,27711,123,BEDVis,57.3904659016,A,A,B,E,D,Vis,G2
27712,27712,124,BEDVis,61.4677794450028,A,A,B,E,D,Vis,G2
27713,27713,125,BEDVis,51.9456172763924,A,A,B,E,D,Vis,G2
27714,27714,126,BEDVis,15.2266445437104,A,A,B,E,D,Vis,G2
27715,27715,127,BEDVis,46.797923949593,A,A,B,E,D,Vis,G2
27716,27716,128,BEDVis,86.0003562368732,A,A,B,E,D,Vis,G2
27717,27717,129,BEDVis,11.1191915453879,A,A,B,E,D,Vis,G2
27718,27718,130,BEDVis,74.2112606705182,A,A,B,E,D,Vis,G2
27719,27719,131,BEDVis,151.94732366213,A,A,B,E,D,Vis,G2
27720,27720,132,BEDVis,24.1396064913384,A,A,B,E,D,Vis,G2
27721,27721,133,BEDVis,101.657335586962,A,A,B,E,D,Vis,G2
27722,27722,134,BEDVis,64.3887002997004,A,A,B,E,D,Vis,G2
27723,27723,135,BEDVis,59.6244224763851,A,A,B,E,D,Vis,G2
27724,27724,136,BEDVis,162.655897706856,A,A,B,E,D,Vis,G2
27725,27725,137,BEDVis,115.948114647068,A,A,B,E,D,Vis,G2
27726,27726,138,BEDVis,101.123325342392,A,A,B,E,D,Vis,G2
27727,27727,139,BEDVis,-9.00693795006839,A,A,B,E,D,Vis,G2
27728,27728,140,BEDVis,146.983150319948,A,A,B,E,D,Vis,G2
27729,27729,141,BEDVis,97.3588578500662,A,A,B,E,D,Vis,G2
27730,27730,142,BEDVis,130.586650456312,A,A,B,E,D,Vis,G2
27731,27731,143,BEDVis,78.3776961048052,A,A,B,E,D,Vis,G2
27732,27732,144,BEDVis,-10.840732326672,A,A,B,E,D,Vis,G2
27733,27733,145,BEDVis,66.5789477468043,A,A,B,E,D,Vis,G2
27734,27734,146,BEDVis,35.4144770224871,A,A,B,E,D,Vis,G2
27735,27735,147,BEDVis,37.7376954803863,A,A,B,E,D,Vis,G2
27736,27736,148,BEDVis,90.5439047116811,A,A,B,E,D,Vis,G2
27737,27737,149,BEDVis,76.4251493047886,A,A,B,E,D,Vis,G2
27738,27738,150,BEDVis,18.9599443174458,A,A,B,E,D,Vis,G2
27739,27739,151,BEDVis,100.655276651077,A,A,B,E,D,Vis,G2
27740,27740,152,BEDVis,48.1603117104461,A,A,B,E,D,Vis,G2
27741,27741,153,BEDVis,37.9621823154585,A,A,B,E,D,Vis,G2
27742,27742,154,BEDVis,111.249749741262,A,A,B,E,D,Vis,G2
27743,27743,155,BEDVis,7.57784946591423,A,A,B,E,D,Vis,G2
27744,27744,156,BEDVis,48.2828162878176,A,A,B,E,D,Vis,G2
27745,27745,157,BEDVis,41.495005646029,A,A,B,E,D,Vis,G2
27746,27746,158,BEDVis,10.9403780517269,A,A,B,E,D,Vis,G2
27747,27747,159,BEDVis,40.0239277433441,A,A,B,E,D,Vis,G2
27748,27748,160,BEDVis,52.7844639783154,A,A,B,E,D,Vis,G2
27749,27749,161,BEDVis,57.5400495109739,A,A,B,E,D,Vis,G2
27750,27750,162,BEDVis,5.81758756925895,A,A,B,E,D,Vis,G2
27751,27751,163,BEDVis,53.5173666334904,A,A,B,E,D,Vis,G2
27752,27752,164,BEDVis,125.556185270998,A,A,B,E,D,Vis,G2
27753,27753,165,BEDVis,37.342759357512,A,A,B,E,D,Vis,G2
27754,27754,166,BEDVis,1.9853134993341,A,A,B,E,D,Vis,G2
27755,27755,167,BEDVis,62.7742676739226,A,A,B,E,D,Vis,G2
27756,27756,168,BEDVis,69.6396808461888,A,A,B,E,D,Vis,G2
27757,27757,169,BEDVis,86.800071880384,A,A,B,E,D,Vis,G2
27758,27758,170,BEDVis,54.3652156356092,A,A,B,E,D,Vis,G2
27759,27759,171,BEDVis,97.8392297161529,A,A,B,E,D,Vis,G2
27760,27760,172,BEDVis,61.4093736596208,A,A,B,E,D,Vis,G2
27761,27761,173,BEDVis,20.3723340031882,A,A,B,E,D,Vis,G2
27762,27762,174,BEDVis,32.4469823848006,A,A,B,E,D,Vis,G2
27763,27763,175,BEDVis,186.474921083304,A,A,B,E,D,Vis,G2
27764,27764,176,BEDVis,97.2478777889731,A,A,B,E,D,Vis,G2
27765,27765,177,BEDVis,107.821452534481,A,A,B,E,D,Vis,G2
27766,27766,178,BEDVis,51.2415681823015,A,A,B,E,D,Vis,G2
27767,27767,179,BEDVis,52.4352157119761,A,A,B,E,D,Vis,G2
27768,27768,180,BEDVis,203.154993049151,A,A,B,E,D,Vis,G2
27769,27769,181,BEDVis,19.9601107261849,A,A,B,E,D,Vis,G2
27770,27770,182,BEDVis,51.6835819403944,A,A,B,E,D,Vis,G2
27771,27771,183,BEDVis,112.133639986147,A,A,B,E,D,Vis,G2
27772,27772,184,BEDVis,57.3436093339289,A,A,B,E,D,Vis,G2
27773,27773,185,BEDVis,64.2174362685976,A,A,B,E,D,Vis,G2
27774,27774,186,BEDVis,62.4981274418015,A,A,B,E,D,Vis,G2
27775,27775,187,BEDVis,13.9702143555694,A,A,B,E,D,Vis,G2
27776,27776,188,BEDVis,59.8576403750668,A,A,B,E,D,Vis,G2
27777,27777,189,BEDVis,133.42385925334,A,A,B,E,D,Vis,G2
27778,27778,190,BEDVis,40.749009541674,A,A,B,E,D,Vis,G2
27779,27779,191,BEDVis,27.0143849922911,A,A,B,E,D,Vis,G2
27780,27780,192,BEDVis,144.971752718359,A,A,B,E,D,Vis,G2
27781,27781,193,BEDVis,123.601689776853,A,A,B,E,D,Vis,G2
27782,27782,194,BEDVis,70.1411488680019,A,A,B,E,D,Vis,G2
27783,27783,195,BEDVis,88.9493957989415,A,A,B,E,D,Vis,G2
27784,27784,196,BEDVis,65.7859599580682,A,A,B,E,D,Vis,G2
27785,27785,197,BEDVis,72.978346134544,A,A,B,E,D,Vis,G2
27786,27786,198,BEDVis,209.214113337104,A,A,B,E,D,Vis,G2
27787,27787,199,BEDVis,95.5794008525754,A,A,B,E,D,Vis,G2
27788,27788,200,BEDVis,52.7174567848954,A,A,B,E,D,Vis,G2
27789,27789,201,BEDVis,128.093871440211,A,A,B,E,D,Vis,G2
27790,27790,202,BEDVis,62.5534639372562,A,A,B,E,D,Vis,G2
27791,27791,203,BEDVis,55.6788924795759,A,A,B,E,D,Vis,G2
27792,27792,204,BEDVis,38.0830770501134,A,A,B,E,D,Vis,G2
27793,27793,205,BEDVis,109.708010723063,A,A,B,E,D,Vis,G2
27794,27794,206,BEDVis,114.699015547443,A,A,B,E,D,Vis,G2
27795,27795,207,BEDVis,48.3900703862892,A,A,B,E,D,Vis,G2
27796,27796,208,BEDVis,14.6060307194542,A,A,B,E,D,Vis,G2
27797,27797,209,BEDVis,119.74567807128,A,A,B,E,D,Vis,G2
27798,27798,210,BEDVis,98.039944146268,A,A,B,E,D,Vis,G2
27799,27799,211,BEDVis,110.646285571122,A,A,B,E,D,Vis,G2
27800,27800,212,BEDVis,-23.1770418910673,A,A,B,E,D,Vis,G2
27801,27801,213,BEDVis,56.1528039733153,A,A,B,E,D,Vis,G2
27802,27802,214,BEDVis,83.6090460633899,A,A,B,E,D,Vis,G2
27803,27803,215,BEDVis,67.4549029483612,A,A,B,E,D,Vis,G2
