,Series,ETS.unweighted ,ARIMA.unweighted ,OLS.unweighted ,ETS.weighted ,ARIMA.weighted ,OLS.weighted ,Actual,date,ForecastInterval
1740,Region/CAC,907.0569606,794.49821,866.3006058,889.1155996,846.3741984,783.5819626,887.8064692,12,1Step
1741,Region/CAC,1939.073613,1773.741536,1972.968496,1823.652826,1780.267253,1983.078851,1767.762802,13,1Step
1742,Region/CAC,694.2512219,613.6982347,676.2785923,688.1932331,652.5093061,303.2647269,633.8190659,14,1Step
1743,Region/CAC,693.6744675,669.2807522,653.1655711,704.1101712,739.9561607,527.2828207,793.9854957,15,1Step
1744,Region/CAC,872.5862713,777.0329402,852.9783184,869.0760688,864.0549912,706.683725,1190.454495,16,1Step
1745,Region/CAC,686.6353286,751.2529126,664.5632511,679.4726066,748.9692382,434.3265012,759.3221279,17,1Step
1746,Region/CAC,694.8190044,791.5459271,709.8500054,692.9183424,781.4535086,502.882235,704.2385783,18,1Step
1747,Region/CAC,947.7785318,814.8416079,930.4710687,935.7934361,870.7908808,760.6116886,1285.746711,19,1Step
1748,Region/CAC,1020.200581,984.3797817,964.2197228,997.5156984,984.3607068,768.9849457,834.6899974,20,1Step
1749,Region/CAC,1117.317194,1149.665435,1095.379647,1101.17094,1117.461017,888.1132358,1108.487238,21,1Step
1750,Region/CAC,1184.197301,968.8454828,1131.605578,1164.477413,1047.734033,962.327203,1188.279026,22,1Step
1751,Region/CAC,860.9581056,846.201419,842.7237932,854.6535236,877.7178468,588.0777111,953.3618933,23,1Step
1752,Region/CAC,960.4772147,930.4446257,910.597299,954.7011255,950.1901607,743.1001649,1066.362548,24,1Step
1753,Region/CBA,507.7328484,472.6969882,548.4560993,475.3889057,439.9916993,535.1552108,321.3546748,1,1Step
1754,Region/CBA,290.262298,362.3473645,320.8745346,299.9453117,366.2999736,286.6197856,213.0222634,2,1Step
1755,Region/CBA,286.8287767,347.9871663,325.2194631,303.4239868,375.5375939,334.1236102,420.721635,3,1Step
1756,Region/CBA,441.0333477,422.4703522,452.7655992,449.0029389,423.4793271,503.4360817,479.4059479,4,1Step
1757,Region/CBA,332.0458216,380.5565644,388.929544,340.633765,400.7861564,332.874996,445.2447987,5,1Step
1758,Region/CBA,449.7144763,417.0400389,461.8785803,464.6776196,439.9974563,478.1672235,643.5904263,6,1Step
1759,Region/CBA,487.0388032,469.6098406,468.3784135,492.1850897,482.3097143,485.5733708,422.9193762,7,1Step
1760,Region/CBA,520.0374282,445.9855942,596.7881945,540.3053136,457.5241599,548.310826,472.1268857,8,1Step
1761,Region/CBA,554.474772,484.3271136,589.8709039,561.4787164,493.2794746,584.0525727,599.1867316,9,1Step
1762,Region/CBA,517.5585511,481.8226208,527.6271166,526.0650486,498.9582962,508.6329908,473.7644455,10,1Step
1763,Region/CBA,372.0978555,417.4711428,411.5081981,376.6534815,434.3755012,357.6065765,428.2840371,11,1Step
1764,Region/CBA,356.9208557,427.7694712,376.3230127,378.3712583,456.8199502,374.0511354,567.342855,12,1Step
1765,Region/CBA,521.465695,474.7086383,561.7849405,502.7288338,423.1637973,569.3423362,291.6165087,13,1Step
1766,Region/CBA,309.4120448,364.1997327,349.4902207,323.9305874,395.4603727,299.1223655,521.1806582,14,1Step
1767,Region/CBA,329.8676603,437.2311093,384.6521083,353.615836,469.5009489,349.1232227,442.7236689,15,1Step
1768,Region/CBA,499.5748409,464.6562488,514.9331928,496.5396112,469.2936028,518.2396338,460.3746174,16,1Step
1769,Region/CBA,367.5977375,441.9294633,391.5951708,376.4456486,457.5618034,347.7824165,331.7140506,17,1Step
1770,Region/CBA,491.1958826,468.0402876,450.2191283,494.5714198,485.7937549,493.1451095,469.2688321,18,1Step
1771,Region/CBA,471.1114063,472.1753565,473.9191244,493.8391906,500.5856126,500.6254423,790.3763668,19,1Step
1772,Region/CBA,539.8942134,488.4879548,616.5009736,560.1844339,528.430232,563.4366688,566.72263,20,1Step
1773,Region/CBA,583.8938866,543.9162761,575.1396161,588.6856131,552.477446,599.2522329,647.3411837,21,1Step
1774,Region/CBA,529.4561747,487.2245173,532.8090039,537.1082712,490.2654723,523.9064631,489.3931974,22,1Step
1775,Region/CBA,403.1997889,449.2706697,403.8991625,399.6833501,452.0100613,372.9538617,374.6747827,23,1Step
1776,Region/CBA,408.0665674,464.0941091,400.1991733,411.2344089,481.6567126,389.4722333,530.8501601,24,1Step
1777,Region/CBB,250.0511039,219.713564,248.5514727,230.8290105,206.746588,261.4271836,193.4504405,1,1Step
1778,Region/CBB,85.14009535,92.38759584,71.92994678,84.09624075,108.5139367,73.99715524,119.7193287,2,1Step
1779,Region/CBB,97.88294781,88.65802677,108.1798952,99.41718395,115.3926293,110.0426622,80.3657385,3,1Step
1780,Region/CBB,160.7058282,183.3319502,156.1651314,162.6133815,174.6896524,170.902983,145.1574359,4,1Step
1781,Region/CBB,148.7336953,133.6660717,134.2655546,143.7887568,145.2013739,145.4138618,384.5802459,5,1Step
1782,Region/CBB,126.4533471,150.9562581,158.3428417,119.5781944,147.9183318,134.8704066,108.9858656,6,1Step
1783,Region/CBB,171.4377795,203.7472673,190.7576532,168.4526224,171.5827119,180.9945726,152.7462172,7,1Step
1784,Region/CBB,199.2019252,206.6159672,184.4748248,180.9954893,162.6216159,198.6329837,63.1397515,8,1Step
1785,Region/CBB,220.3323932,180.1835885,197.5194773,205.0030043,144.4842475,214.3863633,147.5860569,9,1Step
1786,Region/CBB,162.0526149,191.1649057,172.4910309,148.8157925,161.5509805,168.8177898,85.0182492,10,1Step
1787,Region/CBB,174.7819866,182.0346203,126.4371201,167.3866707,191.1973935,162.0562303,150.8009953,11,1Step
1788,Region/CBB,161.1402131,172.4995375,161.6106888,150.1860075,155.1708123,166.9706202,87.8919001,12,1Step
1789,Region/CBB,254.2191086,202.7895587,267.5060757,240.7965334,184.6615024,268.4726668,242.8269616,13,1Step
1790,Region/CBB,88.80313276,88.47398354,85.50938635,83.3539101,108.9624914,76.70289397,44.1200305,14,1Step
1791,Region/CBB,99.06543532,120.161227,77.31313527,96.771495,134.7852736,113.1736015,88.1284825,15,1Step
1792,Region/CBB,158.9114262,173.4257934,138.0715832,151.3847983,161.2203848,174.0241677,135.0734848,16,1Step
1793,Region/CBB,165.2161676,197.9541356,135.1189792,153.0677103,186.0925129,148.5649956,99.052615,17,1Step
1794,Region/CBB,130.79727,157.7019418,136.4098326,122.170026,150.530483,138.0478653,184.6795849,18,1Step
1795,Region/CBB,177.4155157,199.6618015,176.7827652,172.6951542,168.101493,184.198687,209.680487,19,1Step
1796,Region/CBB,193.2326055,139.3087007,185.0958435,173.3555191,132.7886672,201.8637236,129.8294493,20,1Step
1797,Region/CBB,206.6980295,181.5340432,196.4829863,199.8128315,154.3430997,217.6437315,172.1428141,21,1Step
1798,Region/CBB,153.7307093,158.1307185,174.6927881,146.0836337,150.2554415,172.1017859,155.3200082,22,1Step
1799,Region/CBB,164.4758916,167.1208362,164.473629,160.4868321,195.407096,165.3668545,424.3750127,23,1Step
1800,Region/CBB,169.710827,170.6874315,154.9840233,159.6176342,164.2342929,170.3078725,129.8073898,24,1Step
1801,Region/CBC,402.6767488,337.9737952,386.2434815,375.9640696,323.8399393,375.2237197,301.0012133,1,1Step
1802,Region/CBC,89.29321605,109.2154947,78.44076664,88.15614189,113.9858382,73.45254245,79.0257996,2,1Step
1803,Region/CBC,109.4387346,132.1552661,109.5516639,109.8341158,152.0359678,83.98516311,136.1459216,3,1Step
1804,Region/CBC,194.8081695,243.2444885,202.5973249,192.473184,241.9715709,169.7111611,237.8726312,4,1Step
1805,Region/CBC,168.5557199,258.6996103,135.7554344,160.0534204,245.2282555,126.3089544,123.2597995,5,1Step
1806,Region/CBC,177.1276033,153.2592193,141.7448006,165.1711209,150.3080947,131.2312101,187.3078083,6,1Step
1807,Region/CBC,226.1865441,256.2810877,225.8759133,223.9136888,224.4441076,192.4778317,226.4329619,7,1Step
1808,Region/CBC,300.8344494,286.8154021,264.8288437,278.9292255,256.4185928,242.7206548,203.2445258,8,1Step
1809,Region/CBC,276.92293,218.130784,257.6276767,260.0572744,201.5416242,230.6500919,356.7251908,9,1Step
1810,Region/CBC,278.461373,233.3567253,264.9744088,259.6599704,218.9935919,237.0324786,291.0166784,10,1Step
1811,Region/CBC,186.0442446,194.8690604,185.6089211,180.1390911,189.1611146,158.1853295,88.1792676,11,1Step
1812,Region/CBC,201.4968486,228.2267333,162.9984741,196.5995061,216.5001672,143.4978901,117.4777273,12,1Step
1813,Region/CBC,377.5063614,304.740092,391.7432875,360.1177596,304.7320005,350.9296623,368.1514815,13,1Step
1814,Region/CBC,93.22923795,120.5461004,84.04844232,89.79559023,128.0879813,65.85615384,97.6093499,14,1Step
1815,Region/CBC,120.7154818,132.3945904,100.771466,116.0833837,150.8605106,78.46683574,124.1988163,15,1Step
1816,Region/CBC,209.2234884,239.8123165,200.6345906,199.0770709,230.8938017,164.4217563,225.0772958,16,1Step
1817,Region/CBC,167.6629725,213.8191598,151.1345044,155.3980518,200.8840391,121.0145867,167.6352987,17,1Step
1818,Region/CBC,181.8543251,187.650436,158.284066,168.5720203,179.9479447,125.9022969,140.352129,18,1Step
1819,Region/CBC,232.6054739,255.1463122,207.5707501,225.1677986,224.000363,187.1106313,183.6372458,19,1Step
1820,Region/CBC,271.8839643,225.2795419,250.4467238,256.1435523,215.6063301,237.3146939,155.5034464,20,1Step
1821,Region/CBC,269.7134733,281.2061888,237.9669453,260.4628063,261.4886627,225.2053106,277.0756662,21,1Step
1822,Region/CBC,264.204398,244.2647294,262.4900044,254.2771391,227.5838369,231.5488694,294.2288909,22,1Step
1823,Region/CBC,185.1278247,164.526299,162.3454469,180.0419604,156.889825,152.6628914,81.8372478,23,1Step
1824,Region/CBC,190.0862093,186.3052223,158.84016,187.3674529,192.275029,137.936623,434.1978081,24,1Step
1825,Region/CBD,245.8392874,258.5031224,321.5753859,269.9543791,259.2484978,280.4290192,300.3346767,1,1Step
1826,Region/CBD,157.5616306,191.0475413,189.9839485,197.8390916,226.4940974,153.3742657,254.4048092,2,1Step
1827,Region/CBD,177.3926581,182.9816446,188.2627962,224.5586196,237.4109018,167.7523528,247.8917146,3,1Step
1828,Region/CBD,206.7330958,240.013912,231.5619406,243.7064842,241.4566074,215.8093987,234.2677037,4,1Step
1829,Region/CBD,217.6128995,236.4461087,267.0898596,250.4733277,260.5466027,252.1366318,213.3389301,5,1Step
1830,Region/CBD,267.0267277,237.7116654,277.0902421,271.2282368,241.5788635,259.0231548,291.63512,6,1Step
1831,Region/CBD,359.3325935,263.621474,365.8946603,331.5429455,257.9837882,352.7463641,260.4012906,7,1Step
1832,Region/CBD,298.0451047,248.6008296,310.9227097,299.2645327,227.9631874,304.4505588,138.1125368,8,1Step
1833,Region/CBD,245.1401063,243.1617995,216.2745731,246.311597,228.9255278,244.0187707,199.6878941,9,1Step
1834,Region/CBD,262.410863,275.6298808,251.2999128,255.0730385,257.9643917,277.7023161,139.841763,10,1Step
1835,Region/CBD,168.1618793,192.4263386,152.4008135,197.6893007,222.2475905,172.5540295,194.0441996,11,1Step
1836,Region/CBD,203.2461871,213.1505029,188.6650044,203.6249756,209.4479433,234.1932329,158.1338361,12,1Step
1837,Region/CBD,244.7497519,254.3872475,246.6385898,242.3940059,217.6242453,296.4459601,183.4139007,13,1Step
1838,Region/CBD,153.2654741,162.6866419,144.8282921,171.4770102,190.5435764,160.419567,154.4983779,14,1Step
1839,Region/CBD,177.7016272,178.7054331,176.8010631,200.4255095,216.5485956,176.5904268,327.220787,15,1Step
1840,Region/CBD,192.8699135,233.7989465,197.9744596,212.3113341,234.4642415,224.3600352,230.9580657,16,1Step
1841,Region/CBD,220.1638316,246.6677996,252.0550084,232.0583492,250.8845349,260.8018291,262.1995681,17,1Step
1842,Region/CBD,234.0096044,257.4978376,274.2040003,239.4742312,254.4936984,267.7252272,165.9756339,18,1Step
1843,Region/CBD,350.9068221,303.5866046,376.3299393,309.9250605,268.6231389,361.5003242,310.4790405,19,1Step
1844,Region/CBD,292.2445123,236.9095102,308.4883938,289.4233283,245.6105874,313.2535055,326.725783,20,1Step
1845,Region/CBD,235.5261902,256.6986976,238.9963633,240.976527,243.6140694,252.8712646,241.207633,21,1Step
1846,Region/CBD,247.6703604,264.1554996,258.2873908,250.5661283,263.9128376,286.6042489,263.0109647,22,1Step
1847,Region/CBD,162.2909306,223.1812182,205.9109495,198.6303308,252.8312723,181.5054221,459.9240129,23,1Step
1848,Region/CBD,195.7712069,241.1676625,230.2132502,213.2798819,244.2280233,243.1940812,143.2551372,24,1Step
1849,Region/CCA,220.2955474,188.6923099,172.0177189,200.8375444,169.070347,169.3058449,161.5300447,1,1Step
1850,Region/CCA,121.1966652,108.6260159,104.1048935,123.3390679,146.6151498,67.00958768,45.0658383,2,1Step
1851,Region/CCA,128.2260135,131.9687842,187.644297,132.5217269,148.603515,124.2133886,44.3692484,3,1Step
1852,Region/CCA,171.646952,175.9516901,155.8419237,180.0737399,194.9114724,154.5834098,159.6556416,4,1Step
1853,Region/CCA,133.6179422,163.2422338,148.6275429,137.7275911,172.0733024,101.229582,209.6200515,5,1Step
1854,Region/CCA,147.6742392,183.9259891,127.866819,148.5086335,175.0233629,119.2443869,114.9716357,6,1Step
1855,Region/CCA,206.3077832,240.0064622,210.7198624,198.658421,197.0152188,201.4882837,155.9742389,7,1Step
1856,Region/CCA,229.5284342,238.6523602,205.2504826,210.5014257,191.1091396,179.4191669,288.9866835,8,1Step
1857,Region/CCA,246.8294574,240.5159556,260.7426964,240.9090693,203.2351832,237.0007853,241.551568,9,1Step
1858,Region/CCA,280.2510477,225.8879975,244.764343,237.7777645,205.2119139,212.598989,215.1259591,10,1Step
1859,Region/CCA,157.2069604,156.0951191,184.0504421,175.6730332,177.009434,128.3702423,257.1001355,11,1Step
1860,Region/CCA,253.6990702,166.0454005,158.914719,186.1719993,147.5525675,166.1514741,78.4230921,12,1Step
1861,Region/CCA,221.7710609,202.5228168,190.47284,196.7192986,192.9446019,168.5314888,170.8266613,13,1Step
1862,Region/CCA,110.7030669,116.4682622,117.6338247,118.7297571,143.0191582,54.06256253,39.4050669,14,1Step
1863,Region/CCA,129.74084,142.9377433,131.0879287,127.596321,157.8316899,112.7923179,179.4549565,15,1Step
1864,Region/CCA,195.866049,211.9760585,169.3732839,186.2060285,192.0126183,142.8221822,226.9581829,16,1Step
1865,Region/CCA,159.0573876,180.7554048,127.0867015,146.9785417,176.8775123,89.38241064,115.5247862,17,1Step
1866,Region/CCA,164.3784241,186.3039472,127.2746779,149.1404424,180.03266,107.2766413,166.0169384,18,1Step
1867,Region/CCA,196.4413895,252.3360384,221.2341957,206.4858788,205.0816204,189.4046815,170.9318548,19,1Step
1868,Region/CCA,209.5798264,260.7583005,212.8122446,216.3480931,226.164898,167.2190653,268.4423317,20,1Step
1869,Region/CCA,246.03164,245.2989332,264.7216839,241.4621778,209.9948032,224.684272,279.2496556,21,1Step
1870,Region/CCA,259.010686,231.5200395,254.8740783,244.8872705,197.6720895,200.166052,269.2149364,22,1Step
1871,Region/CCA,176.3254982,197.8333322,158.3992411,181.4424801,191.1803342,115.8208833,117.3014013,23,1Step
1872,Region/CCA,233.6060843,202.3759748,192.2167312,167.515632,164.622105,153.4856928,37.1756868,24,1Step
1873,Region/CCB,340.7652571,295.0385415,313.3265429,337.6657661,327.783379,366.4152346,507.4142019,1,1Step
1874,Region/CCB,156.8314313,168.745946,143.5577033,165.9400045,224.0222783,164.4241836,68.4170721,2,1Step
1875,Region/CCB,229.6167261,223.0180267,236.4714195,226.3718109,247.7426044,259.0334488,199.3690794,3,1Step
1876,Region/CCB,273.387118,261.5294419,270.2741459,279.3168911,285.9901892,303.2420273,219.8024062,4,1Step
1877,Region/CCB,276.4354206,305.939068,275.6227295,283.5671876,321.2537716,314.4982269,381.777906,5,1Step
1878,Region/CCB,301.1798431,317.5864964,292.4912838,308.2294477,323.8333272,333.1657422,365.9629821,6,1Step
1879,Region/CCB,458.4569089,467.9896324,468.6817646,459.6152932,435.3789783,536.2764188,522.9030468,7,1Step
1880,Region/CCB,491.0368154,431.5668667,431.4226725,465.9430758,390.3032186,474.4095836,358.0056327,8,1Step
1881,Region/CCB,406.7498665,396.9896,418.6807991,402.0545102,361.360868,438.0087735,483.4456012,9,1Step
1882,Region/CCB,355.0932656,304.46361,352.220613,337.1425607,305.6066382,367.8080597,296.035055,10,1Step
1883,Region/CCB,228.1578829,253.2778171,224.5142099,242.4152364,282.8436928,266.6693722,279.4169149,11,1Step
1884,Region/CCB,230.8363751,271.5002719,253.360481,251.4364248,275.1616725,299.8085125,242.9914866,12,1Step
1885,Region/CCB,357.2417472,354.2250935,316.9347505,357.499473,368.6663787,383.2086617,403.1527779,13,1Step
1886,Region/CCB,158.1132798,143.9031187,170.988639,165.2337266,215.6023425,183.6823939,366.4044788,14,1Step
1887,Region/CCB,227.8919941,189.4251636,212.3733139,226.1778716,231.0511406,277.9675556,254.4355093,15,1Step
1888,Region/CCB,305.4328227,296.9384304,290.3690144,288.1659369,289.2353433,322.4928769,255.3990927,16,1Step
1889,Region/CCB,313.9134521,353.7371537,280.0549338,298.9320153,355.5354923,333.9185619,332.9740983,17,1Step
1890,Region/CCB,327.7000857,354.0558524,324.2146316,317.0008514,346.9712729,352.7894002,386.634622,18,1Step
1891,Region/CCB,467.4794585,463.0647075,484.0973194,466.1537156,414.6650396,556.0956245,389.2257508,19,1Step
1892,Region/CCB,443.4004375,388.3524562,452.683761,436.7417524,344.8538115,494.4261237,456.8815696,20,1Step
1893,Region/CCB,402.5843153,387.8662491,420.0259995,393.3800588,352.6407998,458.2222373,451.8076953,21,1Step
1894,Region/CCB,338.7941906,335.4243535,358.9472765,337.2632163,308.1925804,388.2185416,353.2552647,22,1Step
1895,Region/CCB,241.9757693,335.6400401,235.7554483,244.7885845,327.3945852,287.2768505,222.5611252,23,1Step
1896,Region/CCB,234.2500109,287.2247606,248.0411264,242.8556358,276.4235249,320.6129923,156.870181,24,1Step
1897,Region/CCC,664.7348375,716.4766814,701.7094643,688.2998807,755.600339,681.5253731,788.1420484,1,1Step
1898,Region/CCC,329.7693633,274.9779704,336.2538859,359.3039158,302.6945302,362.017418,286.3016505,2,1Step
1899,Region/CCC,355.930573,348.7706176,401.6743942,385.7816445,391.1854387,399.4104482,392.3324857,3,1Step
1900,Region/CCC,484.3787986,511.3155386,570.5990882,529.1280892,565.401888,528.4596717,805.8905188,4,1Step
1901,Region/CCC,544.7491081,548.1372369,613.3569708,580.5182625,580.3631795,580.5543241,679.0937877,5,1Step
1902,Region/CCC,704.3335906,684.5346559,753.3446906,737.759098,714.651677,734.7462364,662.1697279,6,1Step
1903,Region/CCC,953.5570806,1078.536083,1115.528028,1035.360695,1180.205449,1000.147059,1863.477617,7,1Step
1904,Region/CCC,976.7007458,1036.927361,996.5948179,1040.613687,1064.716642,1033.57923,1154.017159,8,1Step
1905,Region/CCC,979.0738179,910.4697342,1118.654265,983.4545781,956.9011627,980.9573051,1140.03372,9,1Step
1906,Region/CCC,918.8355465,1004.212446,983.9421179,963.4436865,1032.881668,995.4918848,860.290995,10,1Step
1907,Region/CCC,589.0072481,528.7256008,680.196228,601.9920994,575.5034825,594.249986,621.2025707,11,1Step
1908,Region/CCC,389.6768908,277.9432953,474.2670165,442.0371632,379.9617568,427.2067571,710.9076251,12,1Step
1909,Region/CCC,645.2398996,764.5022492,710.0555555,701.5133871,784.5046207,697.3370206,849.6430091,13,1Step
1910,Region/CCC,351.3900355,300.4585183,428.9388271,379.2485696,334.1666099,372.1793619,546.8043037,14,1Step
1911,Region/CCC,440.1807571,399.4569667,504.5184348,449.5356779,433.3663341,410.4201285,300.4556017,15,1Step
1912,Region/CCC,506.8180635,578.6739113,604.252483,549.5544021,635.9402117,539.4633929,526.2681252,16,1Step
1913,Region/CCC,563.1028612,582.0721298,636.0006345,611.3128169,609.8820174,591.6642527,820.6240757,17,1Step
1914,Region/CCC,717.8193249,731.6062552,842.9135349,749.6274057,720.8457187,745.947635,775.3977123,18,1Step
1915,Region/CCC,1060.729566,1187.455136,1096.421399,1065.506035,1207.494155,1011.441864,1128.216217,19,1Step
1916,Region/CCC,1090.62715,1156.08011,1063.050561,1098.327131,1149.831198,1044.967187,1174.453578,20,1Step
1917,Region/CCC,1059.366116,951.8592189,972.816694,1047.417803,948.8466323,992.4384472,955.8028918,21,1Step
1918,Region/CCC,1002.246177,1055.654595,1073.623629,994.7461977,1057.535273,1007.066208,1079.846239,22,1Step
1919,Region/CCC,655.0510369,478.1800635,704.2944769,654.4641692,553.1015605,605.9174906,650.713773,23,1Step
1920,Region/CCC,492.9264628,413.703614,513.3511466,511.7999853,439.007854,438.9674431,372.6695792,24,1Step
1921,Region/CDA,680.3711845,609.6392529,600.6217432,636.2792192,555.0557095,646.2377731,411.7925999,1,1Step
1922,Region/CDA,392.1917905,472.8470541,428.7970214,431.6693984,489.1003604,428.7530781,500.8438897,2,1Step
1923,Region/CDA,486.6329516,479.4145992,527.9734451,502.6336387,516.9241709,525.1050591,410.7788415,3,1Step
1924,Region/CDA,567.8693323,517.6591862,541.3320973,582.5371113,527.167833,607.1184237,446.6517795,4,1Step
1925,Region/CDA,441.4474497,497.9288203,509.8242259,458.1087367,494.3465694,502.2015557,590.9190963,5,1Step
1926,Region/CDA,551.722803,605.8569919,543.9657458,538.0836403,560.8826645,579.9848843,391.6340135,6,1Step
1927,Region/CDA,599.5349471,561.3384313,649.6760241,596.1900918,531.204449,633.1081133,554.0823966,7,1Step
1928,Region/CDA,578.7183614,552.371491,451.4927254,584.0825316,512.5317604,601.5169103,356.3198573,8,1Step
1929,Region/CDA,533.8741945,553.9917175,603.3639236,536.6534003,537.422246,595.848996,695.7052578,9,1Step
1930,Region/CDA,492.6370236,517.0960368,454.9700624,488.6233025,506.6869695,558.4097098,258.6848924,10,1Step
1931,Region/CDA,400.8615774,415.7921894,390.1022387,396.1151594,433.6499231,482.8941688,292.0970287,11,1Step
1932,Region/CDA,516.1305035,487.32181,485.9805786,525.2831964,479.8123657,597.4455248,429.3730683,12,1Step
1933,Region/CDA,614.9135405,607.2874844,558.7903466,571.1925105,522.6053858,712.4401591,441.4768893,13,1Step
1934,Region/CDA,360.2904422,413.1195722,353.0147406,368.8462742,415.4703459,471.750345,345.7455758,14,1Step
1935,Region/CDA,449.7864567,413.7400437,369.9604468,443.9954104,446.3200531,570.2416258,465.7849541,15,1Step
1936,Region/CDA,535.958998,478.4907947,597.34437,537.5320717,468.7156346,652.4744134,419.8076911,16,1Step
1937,Region/CDA,428.0128942,447.7958955,372.8591318,436.0077038,454.1448646,547.9224018,538.6861402,17,1Step
1938,Region/CDA,518.2256357,489.8263301,544.8530138,514.003858,476.0935494,626.0595701,505.9285257,18,1Step
1939,Region/CDA,566.1579282,577.1610959,510.06484,558.5052546,531.7161941,679.5374732,460.5008312,19,1Step
1940,Region/CDA,519.9477678,517.961519,527.5929964,512.9927609,482.6735688,648.3008812,399.6910848,20,1Step
1941,Region/CDA,503.13983,509.4460664,462.6905056,502.9979004,494.0936809,642.9875827,490.5371627,21,1Step
1942,Region/CDA,428.9826217,475.4951292,469.1812955,427.7340928,488.7480845,605.9029119,1192.780061,22,1Step
1943,Region/CDA,401.6165975,420.9006485,363.7680389,391.9828107,447.8563957,530.7419863,582.6475798,23,1Step
1944,Region/CDA,530.7956405,547.0304296,545.7846783,518.9427322,511.3965815,645.6479577,456.1811891,24,1Step
1945,Region/CDB,157.7639898,151.0361725,145.304827,129.7607421,135.3093457,152.4766324,113.5374504,1,1Step
1946,Region/CDB,166.7393066,137.125218,146.6361557,147.2768232,138.0594258,160.0045728,64.6272416,2,1Step
1947,Region/CDB,80.25162913,97.89195988,59.38919512,98.05534923,146.6082097,55.2439102,86.5866429,3,1Step
1948,Region/CDB,136.5023857,106.9864904,135.0662468,146.6503785,144.596517,146.0376343,184.7049711,4,1Step
1949,Region/CDB,176.0833549,157.4635343,144.7867182,169.637585,166.0098233,171.9304677,69.3585137,5,1Step
1950,Region/CDB,142.2222348,144.1238886,129.7800847,147.6683719,161.5183144,132.2645468,275.9960583,6,1Step
1951,Region/CDB,237.7359988,194.2233879,257.7295144,247.8509512,229.061052,244.6881609,409.0065851,7,1Step
1952,Region/CDB,256.900215,247.9164401,266.8107791,241.9825098,227.8998241,223.2449423,178.9291557,8,1Step
1953,Region/CDB,293.7960227,207.0385646,271.6479137,273.395835,201.3622013,255.0656625,219.7074332,9,1Step
1954,Region/CDB,204.3093723,226.1741135,170.183474,191.0389432,220.0037026,147.2911618,198.3800263,10,1Step
1955,Region/CDB,129.4700035,130.6283757,100.5056742,130.6525966,140.7772966,88.8049245,256.2836954,11,1Step
1956,Region/CDB,133.5323547,186.4017007,103.0654036,128.2854074,157.954003,119.9667863,127.5913611,12,1Step
1957,Region/CDB,172.8114252,161.0260422,139.9044068,156.7646876,121.2608989,146.1428005,50.4826171,13,1Step
1958,Region/CDB,184.9291731,141.8078398,185.8125405,163.0240599,150.395785,162.3763506,93.6794262,14,1Step
1959,Region/CDB,109.2274197,109.9225485,90.72349725,121.7430813,148.5221085,57.05794379,144.444487,15,1Step
1960,Region/CDB,168.3049302,169.5236798,141.0361396,163.5194645,177.0899791,147.9336317,195.4624788,16,1Step
1961,Region/CDB,196.265497,166.0695131,164.6105511,181.7547458,176.9811578,173.8642521,120.8095375,17,1Step
1962,Region/CDB,162.7918582,156.8332563,121.1049782,156.1337568,161.4369958,134.239169,83.8149029,18,1Step
1963,Region/CDB,243.0100836,196.0025375,225.509034,255.1802367,198.0750532,246.7034102,330.7938893,19,1Step
1964,Region/CDB,240.1904995,197.0476413,228.8149053,239.9062837,206.8603395,225.3008331,350.5488313,20,1Step
1965,Region/CDB,273.3894208,222.2500985,222.0266186,259.5599064,186.9487022,257.1621939,128.0031868,21,1Step
1966,Region/CDB,189.5225564,180.3345169,132.8781336,182.9213912,171.2075063,149.428334,229.9428592,22,1Step
1967,Region/CDB,122.204733,199.4542005,94.35374892,122.3192386,169.2316387,90.98273727,84.9792246,23,1Step
1968,Region/CDB,143.0895702,171.4642637,112.2540772,128.4752727,151.980536,122.1852397,35.9141303,24,1Step
1969,Region/DAA,1116.888249,938.7496384,1103.647467,1120.958555,1069.644943,1096.210207,1126.830856,1,1Step
1970,Region/DAA,560.2679625,485.5757945,550.8420467,557.5064685,510.48818,481.3266496,350.2416814,2,1Step
1971,Region/DAA,644.1056062,647.4170469,560.3898707,650.9139637,637.797216,629.4172386,880.6984811,3,1Step
1972,Region/DAA,706.2277084,660.6608046,728.8951366,704.1830937,712.3471625,668.6874194,666.4752203,4,1Step
1973,Region/DAA,601.8862381,587.6237954,546.4598949,595.2215217,570.1698209,563.5126546,448.2681016,5,1Step
1974,Region/DAA,529.0115978,577.9251932,510.8843236,517.273427,539.8363828,492.513384,379.5273488,6,1Step
1975,Region/DAA,647.6014296,593.7222153,619.7229525,634.6664596,607.9167252,646.1984793,566.4387062,7,1Step
1976,Region/DAA,526.1283137,575.4719882,538.1655999,512.5128228,527.4700574,510.1746717,602.6211697,8,1Step
1977,Region/DAA,588.2786646,536.0469575,552.1235176,577.6173974,531.7390581,565.8754844,453.6628487,9,1Step
1978,Region/DAA,646.0720398,737.470456,658.1763309,633.0113678,716.8197331,660.3927094,755.8484652,10,1Step
1979,Region/DAA,597.3697495,636.020703,590.8677945,597.0788568,628.7706475,596.5263827,713.7303512,11,1Step
1980,Region/DAA,771.1532436,872.0866764,711.2193791,755.0523184,707.6075405,722.337848,713.365645,12,1Step
1981,Region/DAA,1101.854516,999.0456141,1082.003251,1110.949659,1077.073909,1112.984527,1033.928337,13,1Step
