Series,date,ForecastInterval,Actual,OLS.rec,OLS.unrec,OLS.rec.matrix,OLS.unrec.matrix,Level
CBAHol,17,1Step,79.4156822,129.7775373,104.8482485,129.7775373,104.8482485,level7
CBAHol,18,1Step,68.8288334,109.6659341,136.1802037,109.6659342,136.1802037,level7
CBAHol,19,1Step,270.660082,140.1372771,146.2202603,140.137277,146.2202603,level7
CBAHol,20,1Step,382.6835789,231.8521745,243.6626338,231.8521745,243.6626338,level7
CBAHol,21,1Step,301.9617367,213.0218833,250.6418436,213.0218833,250.6418436,level7
CBAHol,22,1Step,153.7479678,133.7562546,149.2841124,133.7562547,149.2841124,level7
CBAHol,23,1Step,192.2955211,114.9649589,133.5769696,114.9649589,133.5769696,level7
CBAHol,24,1Step,152.7847483,77.11127666,94.90319307,77.11127662,94.90319307,level7
CBAVis,1,1Step,216.451951,212.9288712,232.7800187,212.9288712,232.7800187,level7
CBAVis,2,1Step,16.7569485,92.78649498,105.117161,92.78649495,105.117161,level7
CBAVis,3,1Step,77.982107,80.38974517,69.62225127,80.38974515,69.62225127,level7
CBAVis,4,1Step,212.5923699,121.5257792,119.5405589,121.5257793,119.5405589,level7
CBAVis,5,1Step,112.3416556,89.90065262,119.4846053,89.90065258,119.4846053,level7
CBAVis,6,1Step,134.2861728,144.4558991,148.3269902,144.4558991,148.3269902,level7
CBAVis,7,1Step,67.6392587,93.1568261,99.24802804,93.15682614,99.24802804,level7
CBAVis,8,1Step,179.7452623,113.4878108,134.1603921,113.4878108,134.1603921,level7
CBAVis,9,1Step,94.4607341,162.1869745,185.042136,162.1869746,185.042136,level7
CBAVis,10,1Step,89.0447883,145.0262088,144.6335414,145.0262088,144.6335414,level7
CBAVis,11,1Step,109.8935554,73.18846916,69.64693747,73.18846919,69.64693747,level7
CBAVis,12,1Step,198.8553112,123.8750117,132.7160627,123.8750116,132.7160627,level7
CBAVis,13,1Step,134.586417,197.6839308,214.3973137,197.6839309,214.3973137,level7
CBAVis,14,1Step,77.2069775,69.04879699,88.99402235,69.04879698,88.99402235,level7
CBAVis,15,1Step,90.6215636,95.01123348,109.5258979,95.01123349,109.5258979,level7
CBAVis,16,1Step,116.7117327,126.6435953,123.9463606,126.6435952,123.9463606,level7
CBAVis,17,1Step,122.4537348,70.41854425,73.00369808,70.41854424,73.00369808,level7
CBAVis,18,1Step,102.8775884,127.2907643,163.5471554,127.2907643,163.5471554,level7
CBAVis,19,1Step,139.1777948,111.9160563,125.8729353,111.9160563,125.8729353,level7
CBAVis,20,1Step,105.3722213,106.3253884,112.602321,106.3253884,112.602321,level7
CBAVis,21,1Step,71.5125739,153.9736027,182.9574058,153.9736027,182.9574058,level7
CBAVis,22,1Step,106.8584107,109.471424,127.003429,109.471424,127.003429,level7
CBAVis,23,1Step,89.915038,73.23870834,79.58072482,73.23870829,79.58072482,level7
CBAVis,24,1Step,318.5893958,111.7165186,137.0113923,111.7165186,137.0113923,level7
CBABus,1,1Step,18.4483329,144.2436235,136.3607799,144.2436235,136.3607799,level7
CBABus,2,1Step,161.2001459,145.1346115,145.6987089,145.1346115,145.6987089,level7
CBABus,3,1Step,298.2567528,154.8758396,127.5248049,154.8758396,127.5248049,level7
CBABus,4,1Step,106.4130113,155.7647905,149.8288269,155.7647905,149.8288269,level7
CBABus,5,1Step,207.9090572,135.3761845,135.5948698,135.3761845,135.5948698,level7
CBABus,6,1Step,383.2412101,157.2290145,131.5962407,157.2290144,131.5962407,level7
CBABus,7,1Step,248.2179086,182.6196417,166.4479645,182.6196417,166.4479645,level7
CBABus,8,1Step,131.2059073,197.8324653,193.0158046,197.8324653,193.0158046,level7
CBABus,9,1Step,167.6489181,157.3320603,155.6367395,157.3320602,155.6367395,level7
CBABus,10,1Step,214.5464556,187.9755223,172.5080917,187.9755223,172.5080917,level7
CBABus,11,1Step,233.5507569,178.458428,167.2526824,178.458428,167.2526824,level7
CBABus,12,1Step,221.6975392,168.6849825,165.8531405,168.6849825,165.8531405,level7
CBABus,13,1Step,53.4661342,167.6425154,171.4339188,167.6425154,171.4339188,level7
CBABus,14,1Step,301.8658937,203.5737853,203.2789049,203.5737853,203.2789049,level7
CBABus,15,1Step,255.7491691,209.2391331,214.6232597,209.2391331,214.6232597,level7
CBABus,16,1Step,261.2893639,222.0857428,221.8015776,222.0857428,221.8015776,level7
CBABus,17,1Step,117.5253512,167.8426672,166.6804275,167.8426672,166.6804275,level7
CBABus,18,1Step,273.5558907,159.9013346,182.5518442,159.9013346,182.5518442,level7
CBABus,19,1Step,358.8954939,142.6984601,156.5015385,142.6984601,156.5015385,level7
CBABus,20,1Step,72.4672594,236.3903361,235.2551679,236.3903361,235.2551679,level7
CBABus,21,1Step,273.8668731,147.4109674,181.9901378,147.4109675,181.9901378,level7
CBABus,22,1Step,129.7625684,250.8045868,252.0335954,250.8045868,252.0335954,level7
CBABus,23,1Step,72.3852966,198.1350276,212.8656694,198.1350276,212.8656694,level7
CBABus,24,1Step,39.8687218,177.5510477,191.8558935,177.5510477,191.8558935,level7
CBAOth,1,1Step,0,-10.0160228,13.7218597,-10.01602281,13.7218597,level7
CBAOth,2,1Step,0,7.037158082,20.16060402,7.037158102,20.16060402,level7
CBAOth,3,1Step,9.8908017,29.1255774,18.79954334,29.12557739,18.79954334,level7
CBAOth,4,1Step,5.4108282,29.55112352,28.56369464,29.55112353,28.56369464,level7
CBAOth,5,1Step,3.0869132,24.78583292,35.43907423,24.78583293,35.43907423,level7
CBAOth,6,1Step,21.3117238,6.3634877,20.41284696,6.363487709,20.41284696,level7
CBAOth,7,1Step,8.6736818,51.03179472,65.93101253,51.03179473,65.93101253,level7
CBAOth,8,1Step,0,9.181377403,25.63839484,9.181377404,25.63839484,level7
CBAOth,9,1Step,39.3108648,20.80780431,32.82073456,20.80780428,32.82073456,level7
CBAOth,10,1Step,26.8433756,31.72897176,24.72196978,31.72897175,24.72196978,level7
CBAOth,11,1Step,25.0177591,8.107150212,21.54097804,8.107150225,21.54097804,level7
CBAOth,12,1Step,17.0642974,12.81236031,17.44038981,12.81236032,17.44038981,level7
CBAOth,13,1Step,25.8686321,-13.65247525,12.4866754,-13.65247526,12.4866754,level7
CBAOth,14,1Step,24.0920771,9.412073605,18.15974129,9.412073592,18.15974129,level7
CBAOth,15,1Step,62.8745657,-2.713005762,15.45622839,-2.713005743,15.45622839,level7
CBAOth,16,1Step,0,19.98525749,27.07788394,19.98525749,27.07788394,level7
CBAOth,17,1Step,12.3192824,32.21744408,33.12696597,32.21744406,33.12696597,level7
CBAOth,18,1Step,24.0065196,3.231887239,19.7173981,3.231887234,19.7173981,level7
CBAOth,19,1Step,21.6429961,43.3815984,61.30584105,43.38159839,61.30584105,level7
CBAOth,20,1Step,6.1995704,22.5780202,23.05664775,22.57802016,23.05664775,level7
CBAOth,21,1Step,0,6.106800164,30.27917042,6.106800146,30.27917042,level7
CBAOth,22,1Step,99.0242505,10.397033,24.41981342,10.39703298,24.41981342,level7
CBAOth,23,1Step,20.078927,-3.29370019,14.22997875,-3.293700211,14.22997875,level7
CBAOth,24,1Step,19.6072942,-12.89982827,12.24065624,-12.89982828,12.24065624,level7
CBBHol,1,1Step,37.5582065,132.1939984,138.6358725,132.1939984,138.6358725,level7
CBBHol,2,1Step,34.1364597,17.31571786,13.64441526,17.31571787,13.64441526,level7
CBBHol,3,1Step,46.475801,35.07194142,25.21468211,35.07194145,25.21468211,level7
CBBHol,4,1Step,54.6222675,90.01785624,77.87218977,90.01785618,77.87218977,level7
CBBHol,5,1Step,68.2691068,35.33834918,29.32091044,35.33834918,29.32091044,level7
CBBHol,6,1Step,54.4926679,95.75193123,121.1909403,95.75193121,121.1909403,level7
CBBHol,7,1Step,100.0578387,92.68504412,99.39750542,92.68504411,99.39750542,level7
CBBHol,8,1Step,52.0160014,108.3005924,86.50156859,108.3005924,86.50156859,level7
CBBHol,9,1Step,91.5155558,100.0806883,112.6665701,100.0806884,112.6665701,level7
CBBHol,10,1Step,19.8190362,100.2560059,96.65187563,100.2560059,96.65187563,level7
CBBHol,11,1Step,50.4465737,43.48132436,34.70804492,43.48132435,34.70804492,level7
CBBHol,12,1Step,37.2546351,73.95029188,62.35864355,73.95029187,62.35864355,level7
CBBHol,13,1Step,47.8781455,133.4540723,136.5968815,133.4540723,136.5968815,level7
CBBHol,14,1Step,11.8674761,21.71334349,25.01371208,21.71334347,25.01371208,level7
CBBHol,15,1Step,46.5892965,35.39449061,36.6588764,35.39449064,36.6588764,level7
CBBHol,16,1Step,35.1072169,86.14661282,91.75221556,86.14661284,91.75221556,level7
CBBHol,17,1Step,43.1766235,64.52792365,38.68184132,64.52792365,38.68184132,level7
CBBHol,18,1Step,24.3012192,51.19811661,59.6852543,51.19811662,59.6852543,level7
CBBHol,19,1Step,79.8079286,74.64370968,63.79130102,74.64370967,63.79130102,level7
CBBHol,20,1Step,92.0174148,86.16555709,97.28929871,86.16555713,97.28929871,level7
CBBHol,21,1Step,66.0756386,108.677219,114.6970376,108.677219,114.6970376,level7
CBBHol,22,1Step,69.8122474,80.25014065,80.64613663,80.25014069,80.64613663,level7
CBBHol,23,1Step,50.8681258,58.3082216,61.62012872,58.30822162,61.62012872,level7
CBBHol,24,1Step,41.7418863,48.18075649,45.46395873,48.18075647,45.46395873,level7
CBBVis,1,1Step,124.7393159,86.09965624,90.47355091,86.09965624,90.47355091,level7
CBBVis,2,1Step,25.4669921,30.84605532,30.52256536,30.8460553,30.52256536,level7
CBBVis,3,1Step,26.9197057,44.45533682,40.57730518,44.4553368,40.57730518,level7
CBBVis,4,1Step,69.5204598,54.11252564,54.40023086,54.1125257,54.40023086,level7
CBBVis,5,1Step,167.1433564,45.82420939,56.86331576,45.82420938,56.86331576,level7
CBBVis,6,1Step,18.512472,17.45533583,14.88451346,17.45533584,14.88451346,level7
CBBVis,7,1Step,35.7285999,44.01826393,37.14636026,44.01826397,37.14636026,level7
CBBVis,8,1Step,2.6338475,32.92129903,37.453251,32.92129903,37.453251,level7
CBBVis,9,1Step,51.0402212,56.55091228,74.93951732,56.55091228,74.93951732,level7
CBBVis,10,1Step,31.9290517,46.90649678,50.49341995,46.90649676,50.49341995,level7
CBBVis,11,1Step,57.9878154,41.58569957,23.7710485,41.5856996,23.7710485,level7
CBBVis,12,1Step,39.2250499,70.30807903,60.82107807,70.308079,60.82107807,level7
CBBVis,13,1Step,120.6044514,107.9630679,97.28752715,107.9630679,97.28752715,level7
CBBVis,14,1Step,26.6679216,29.85642513,36.76904178,29.85642513,36.76904178,level7
CBBVis,15,1Step,41.539186,22.81824883,23.16091478,22.81824884,23.16091478,level7
CBBVis,16,1Step,69.3601367,42.48400868,27.08457889,42.48400865,27.08457889,level7
CBBVis,17,1Step,17.0660682,56.76997285,58.43833318,56.76997285,58.43833318,level7
CBBVis,18,1Step,101.4614222,38.24973494,56.47899412,38.24973495,56.47899412,level7
CBBVis,19,1Step,90.7588454,71.14618877,68.16767594,71.14618882,68.16767594,level7
CBBVis,20,1Step,31.6690262,43.96106396,49.55127885,43.96106391,49.55127885,level7
CBBVis,21,1Step,87.9795576,55.36868848,52.75234993,55.36868847,52.75234993,level7
CBBVis,22,1Step,53.1186902,64.48931366,66.88945689,64.48931367,66.88945689,level7
CBBVis,23,1Step,37.4185173,68.0594046,59.10131751,68.05940459,59.10131751,level7
CBBVis,24,1Step,62.9164746,74.3127702,79.09892973,74.31277017,79.09892973,level7
CBBBus,1,1Step,26.3054437,47.9946366,24.63454015,47.99463659,24.63454015,level7
CBBBus,2,1Step,38.6482677,31.5889985,19.49893992,31.58899848,19.49893992,level7
CBBBus,3,1Step,6.9702318,43.62554039,23.16396798,43.62554039,23.16396798,level7
CBBBus,4,1Step,16.8994081,21.82577787,18.16273986,21.82577791,18.16273986,level7
CBBBus,5,1Step,145.4127113,39.15413663,20.82797561,39.15413664,20.82797561,level7
CBBBus,6,1Step,32.0390928,51.63887088,19.56418359,51.63887087,19.56418359,level7
CBBBus,7,1Step,15.4389293,61.67709457,32.54231173,61.67709456,32.54231173,level7
CBBBus,8,1Step,1.1884468,64.99763415,44.04034411,64.99763417,44.04034411,level7
CBBBus,9,1Step,5.0302799,33.01268136,26.85080415,33.01268137,26.85080415,level7
CBBBus,10,1Step,30.3509602,42.48302723,30.99518718,42.48302719,30.99518718,level7
CBBBus,11,1Step,36.9960828,52.94246448,27.46359953,52.94246448,27.46359953,level7
CBBBus,12,1Step,8.4876883,29.49382545,8.333931519,29.49382547,8.333931519,level7
CBBBus,13,1Step,74.3443647,45.62372373,22.02620354,45.62372373,22.02620354,level7
CBBBus,14,1Step,1.5978933,37.85396976,24.52648067,37.85396975,24.52648067,level7
CBBBus,15,1Step,0,25.41255647,16.62468461,25.41255643,16.62468461,level7
CBBBus,16,1Step,20.889597,28.40180132,15.41544101,28.40180133,15.41544101,level7
CBBBus,17,1Step,31.9663411,31.69980824,29.62077505,31.69980825,29.62077505,level7
CBBBus,18,1Step,30.2689739,16.24520567,20.86858341,16.24520565,20.86858341,level7
CBBBus,19,1Step,39.113713,38.45411664,35.3218032,38.45411665,35.3218032,level7
CBBBus,20,1Step,2.5168402,31.16215735,29.34027146,31.16215731,29.34027146,level7
CBBBus,21,1Step,15.6409298,17.61798938,20.59701816,17.61798938,20.59701816,level7
CBBBus,22,1Step,32.3890706,36.11244687,22.2095937,36.11244687,22.2095937,level7
CBBBus,23,1Step,334.5409679,26.31006614,25.74060432,26.31006613,25.74060432,level7
CBBBus,24,1Step,18.4652264,37.13841507,30.93454673,37.13841509,30.93454673,level7
CBBOth,1,1Step,4.8474744,-8.260629668,0,-8.260629664,0,level7
CBBOth,2,1Step,21.4676092,-0.469289953,0,-0.469289943,0,level7
CBBOth,3,1Step,0,6.619081166,3.182509354,6.619081154,3.182509354,level7
CBBOth,4,1Step,4.1153005,0.50955023,1.795046887,0.509550234,1.795046887,level7
CBBOth,5,1Step,3.7550714,15.0746761,7.18307109,15.07467611,7.18307109,level7
CBBOth,6,1Step,3.9416329,-3.449976327,4.15746943,-3.44997633,4.15746943,level7
CBBOth,7,1Step,1.5208493,2.739910032,4.67602223,2.739910037,4.67602223,level7
CBBOth,8,1Step,7.3014558,3.574495815,3.8908839,3.57449582,3.8908839,level7
CBBOth,9,1Step,0,-3.928030745,3.618343083,-3.92803076,3.618343083,level7
CBBOth,10,1Step,2.9192011,4.526611478,1.499200077,4.526611444,1.499200077,level7
CBBOth,11,1Step,5.3705234,14.18893426,13.34964271,14.18893427,13.34964271,level7
CBBOth,12,1Step,2.9245268,15.86817778,2.168155299,15.86817778,2.168155299,level7
CBBOth,13,1Step,0,5.683038088,4.433265169,5.683038062,4.433265169,level7
CBBOth,14,1Step,3.9867395,4.527031852,0.242090827,4.527031856,0.242090827,level7
CBBOth,15,1Step,0,2.610972042,6.608207716,2.610972056,6.608207716,level7
CBBOth,16,1Step,9.7165342,7.38110089,1.771532214,7.381100897,1.771532214,level7
CBBOth,17,1Step,6.8435822,9.944281625,9.937010014,9.944281611,9.937010014,level7
CBBOth,18,1Step,28.6479696,5.753965819,4.212344804,5.753965825,4.212344804,level7
CBBOth,19,1Step,0,6.260966975,7.249817751,6.260966961,7.249817751,level7
CBBOth,20,1Step,3.6261681,6.428809891,6.220719751,6.428809866,6.220719751,level7
CBBOth,21,1Step,2.4466881,14.22892602,6.801154655,14.22892599,6.801154655,level7
CBBOth,22,1Step,0,2.309536686,1.200455324,2.309536675,1.200455324,level7
CBBOth,23,1Step,1.5474017,8.280157988,10.50373336,8.280158001,10.50373336,level7
CBBOth,24,1Step,6.6838025,-3.054974564,1.576795773,-3.054974547,1.576795773,level7
CBCHol,1,1Step,118.0677891,243.3238237,245.4916992,243.3238237,245.4916992,level7
CBCHol,2,1Step,42.9489404,25.87628793,20.47485398,25.87628795,20.47485398,level7
CBCHol,3,1Step,45.669562,51.27130478,45.06624871,51.2713048,45.06624871,level7
CBCHol,4,1Step,130.8916071,118.5682546,103.2009773,118.5682545,103.2009773,level7
CBCHol,5,1Step,43.9368532,80.09124992,75.18183322,80.09124991,75.18183322,level7
CBCHol,6,1Step,118.0429003,46.51960092,71.39390297,46.51960088,71.39390297,level7
CBCHol,7,1Step,141.6324688,109.3522945,120.2527352,109.3522944,120.2527352,level7
CBCHol,8,1Step,118.9422926,187.3617727,172.7261253,187.3617728,172.7261253,level7
CBCHol,9,1Step,269.7359195,147.7585941,153.0831832,147.7585941,153.0831832,level7
CBCHol,10,1Step,30.7829873,192.7871355,180.098653,192.7871355,180.098653,level7
CBCHol,11,1Step,42.2430176,98.35911453,103.2851711,98.35911452,103.2851711,level7
CBCHol,12,1Step,44.6959679,70.16570431,78.37549098,70.1657043,78.37549098,level7
CBCHol,13,1Step,207.2345691,233.512704,243.0234946,233.5127041,243.0234946,level7
CBCHol,14,1Step,50.0804322,16.10061724,18.89807886,16.10061722,18.89807886,level7
CBCHol,15,1Step,64.8464387,37.94639337,28.20964502,37.9463934,28.20964502,level7
CBCHol,16,1Step,113.8461428,96.34505203,106.9634234,96.34505204,106.9634234,level7
CBCHol,17,1Step,75.3476399,96.84619689,69.28088929,96.8461969,69.28088929,level7
CBCHol,18,1Step,54.2336457,94.47389865,106.1042667,94.47389869,106.1042667,level7
CBCHol,19,1Step,159.5945114,110.46212,100.3252563,110.4621199,100.3252563,level7
CBCHol,20,1Step,101.9091556,150.6568413,170.2171699,150.6568413,170.2171699,level7
CBCHol,21,1Step,203.3415948,134.3559011,144.0384737,134.355901,144.0384737,level7
CBCHol,22,1Step,115.9828378,179.4191245,174.7257661,179.4191246,174.7257661,level7
CBCHol,23,1Step,31.6126668,88.83566789,93.74846324,88.8356679,93.74846324,level7
CBCHol,24,1Step,32.8157549,71.48853043,71.01708791,71.4885304,71.01708791,level7
CBCVis,1,1Step,175.317534,90.06093384,90.16082988,90.06093384,90.16082988,level7
CBCVis,2,1Step,33.287924,38.0693717,36.01575038,38.06937168,36.01575038,level7
CBCVis,3,1Step,61.6056936,31.80856197,31.58273357,31.80856196,31.58273357,level7
CBCVis,4,1Step,74.1660114,70.36859789,67.43469226,70.36859795,67.43469226,level7
CBCVis,5,1Step,66.0092875,35.423172,47.5703004,35.42317197,47.5703004,level7
CBCVis,6,1Step,65.3363536,56.75321534,53.61768594,56.75321533,53.61768594,level7
CBCVis,7,1Step,41.6013493,87.08690867,84.40298445,87.08690872,84.40298445,level7
CBCVis,8,1Step,79.372609,30.72320367,42.41853203,30.72320366,42.41853203,level7
CBCVis,9,1Step,81.4724762,75.10081199,86.22812437,75.10081199,86.22812437,level7
CBCVis,10,1Step,203.4959006,54.5451333,49.0477043,54.54513328,49.0477043,level7
CBCVis,11,1Step,45.93625,69.48268,65.36736494,69.48268003,65.36736494,level7
CBCVis,12,1Step,42.8297269,75.84484247,86.15927651,75.84484244,86.15927651,level7
CBCVis,13,1Step,150.204593,117.7860696,113.4785102,117.7860696,113.4785102,level7
CBCVis,14,1Step,42.9697499,45.19288964,51.60259932,45.19288965,51.60259932,level7
CBCVis,15,1Step,52.2532662,39.71800719,29.05953899,39.7180072,29.05953899,level7
CBCVis,16,1Step,111.231153,95.16503818,84.77837703,95.16503815,84.77837703,level7
CBCVis,17,1Step,64.1078864,60.22043763,60.16957269,60.22043764,60.16957269,level7
CBCVis,18,1Step,76.4992576,36.06519356,57.4376831,36.06519356,57.4376831,level7
CBCVis,19,1Step,19.4248764,90.24807881,87.98511097,90.24807885,87.98511097,level7
CBCVis,20,1Step,53.5942908,44.47322974,58.50003162,44.47322967,58.50003162,level7
CBCVis,21,1Step,57.7519136,81.62999054,82.676406,81.62999054,82.676406,level7
CBCVis,22,1Step,47.9133841,59.48973489,56.80052373,59.48973488,56.80052373,level7
CBCVis,23,1Step,31.7943329,67.58817622,60.23097736,67.5881762,60.23097736,level7
CBCVis,24,1Step,52.8529114,76.36707923,83.39859401,76.36707921,83.39859401,level7
CBCBus,1,1Step,3.2316496,64.24723271,36.61313763,64.2472327,36.61313763,level7
CBCBus,2,1Step,2.7889352,17.29433722,3.474147285,17.29433719,3.474147285,level7
CBCBus,3,1Step,27.5954253,29.77032229,12.96095312,29.77032229,12.96095312,level7
CBCBus,4,1Step,32.8150127,20.21121848,13.32656962,20.21121852,13.32656962,level7
CBCBus,5,1Step,4.5104536,18.26212708,1.043988098,18.26212708,1.043988098,level7
CBCBus,6,1Step,3.9285544,36.88785606,4.248461755,36.88785603,4.248461755,level7
CBCBus,7,1Step,23.2412243,35.53162352,10.58482013,35.53162352,10.58482013,level7
CBCBus,8,1Step,4.9296242,47.89128057,34.09736692,47.89128058,34.09736692,level7
CBCBus,9,1Step,5.5167951,23.90658378,10.48341391,23.90658377,10.48341391,level7
CBCBus,10,1Step,12.5793287,30.78731365,10.21512144,30.78731362,10.21512144,level7
CBCBus,11,1Step,0,25.45683966,13.67731071,25.45683965,13.67731071,level7
CBCBus,12,1Step,7.9407883,11.64333055,10.28487162,11.64333057,10.28487162,level7
CBCBus,13,1Step,9.6086436,46.29079037,29.06125153,46.29079036,29.06125153,level7
CBCBus,14,1Step,2.9088271,23.02066679,9.190270727,23.02066677,9.190270727,level7
CBCBus,15,1Step,4.0566351,34.58466583,14.79565983,34.58466579,14.79565983,level7
CBCBus,16,1Step,0,17.88198045,9.908388769,17.88198046,9.908388769,level7
CBCBus,17,1Step,15.1397586,16.85713642,13.05887796,16.85713645,13.05887796,level7
CBCBus,18,1Step,6.9336295,0.532801476,8.299409583,0.53280145,8.299409583,level7
CBCBus,19,1Step,4.617858,16.56272986,14.14596141,16.56272985,14.14596141,level7
CBCBus,20,1Step,0,22.28506407,28.89976518,22.28506403,28.89976518,level7
CBCBus,21,1Step,14.5949766,5.326271082,11.96805387,5.326271091,11.96805387,level7
CBCBus,22,1Step,130.332669,28.48342011,9.491212548,28.48342011,9.491212548,level7
CBCBus,23,1Step,18.4302481,13.72203003,14.75345644,13.72203,14.75345644,level7
CBCBus,24,1Step,348.5291418,3.958513095,0,3.958513116,0,level7
CBCOth,1,1Step,4.3842406,0.428443635,4.415074677,0.428443636,4.415074677,level7
CBCOth,2,1Step,0,4.095786146,2.834944745,4.095786159,2.834944745,level7
CBCOth,3,1Step,1.2752407,2.645024819,2.860656247,2.645024803,2.860656247,level7
CBCOth,4,1Step,0,4.485112191,2.548998005,4.4851122,2.548998005,level7
CBCOth,5,1Step,8.8032052,9.116099717,2.33251675,9.116099715,2.33251675,level7
CBCOth,6,1Step,0,-3.15961116,3.883127578,-3.159611179,3.883127578,level7
CBCOth,7,1Step,19.9579195,-3.786287827,2.337803823,-3.786287813,2.337803823,level7
CBCOth,8,1Step,0,9.130854633,16.61061911,9.13085463,16.61061911,level7
CBCOth,9,1Step,0,5.590619787,5.875700953,5.590619758,5.875700953,level7
CBCOth,10,1Step,44.1584618,16.29947246,4.187708895,16.29947243,4.187708895,level7
CBCOth,11,1Step,0,-1.577597034,11.28244742,-1.577597025,11.28244742,level7
CBCOth,12,1Step,22.0112442,-6.101412521,0,-6.101412522,0,level7
CBCOth,13,1Step,1.1036758,5.077389827,10.19559826,5.077389782,10.19559826,level7
CBCOth,14,1Step,1.6503407,4.787847996,0,4.787847999,0,level7
CBCOth,15,1Step,3.0424763,12.57040636,5.566507893,12.57040637,5.566507893,level7
CBCOth,16,1Step,0,7.79803441,7.20123437,7.798034418,7.20123437,level7
CBCOth,17,1Step,13.0400138,5.231280592,3.504783708,5.231280593,3.504783708,level7
CBCOth,18,1Step,2.6855962,-0.531792257,1.069817092,-0.531792256,1.069817092,level7
CBCOth,19,1Step,0,1.755632983,3.460028755,1.755632961,3.460028755,level7
CBCOth,20,1Step,0,4.354034543,12.5825314,4.354034502,12.5825314,level7
CBCOth,21,1Step,1.3871812,9.908446558,6.143429203,9.908446533,6.143429203,level7
CBCOth,22,1Step,0,7.632163568,1.43372782,7.632163552,1.43372782,level7
CBCOth,23,1Step,0,0.29940544,4.123869042,0.299405434,4.123869042,level7
CBCOth,24,1Step,0,-2.026618951,4.850506631,-2.026618941,4.850506631,level7
CBDHol,1,1Step,41.8469837,39.88806626,56.82448122,39.88806628,56.82448122,level7
CBDHol,2,1Step,8.3242979,-11.30271539,6.524302486,-11.30271537,6.524302486,level7
CBDHol,3,1Step,25.8804907,8.822864145,19.15598316,8.822864166,19.15598316,level7
CBDHol,4,1Step,40.4941888,18.443072,30.1420347,18.44307194,30.1420347,level7
CBDHol,5,1Step,33.0036318,38.92257371,55.06192737,38.9225737,55.06192737,level7
CBDHol,6,1Step,19.3931762,15.22312335,42.92682521,15.22312332,42.92682521,level7
CBDHol,7,1Step,34.581788,21.86679009,48.99115091,21.86679011,48.99115091,level7
CBDHol,8,1Step,55.1272793,91.50372384,79.60006477,91.50372385,79.60006477,level7
CBDHol,9,1Step,30.3329163,35.91204136,36.58014613,35.91204138,36.58014613,level7
CBDHol,10,1Step,12.9439276,39.53807417,45.34679647,39.53807419,45.34679647,level7
CBDHol,11,1Step,2.8529359,-5.571838623,0,-5.571838628,0,level7
CBDHol,12,1Step,0.591921,-5.712544685,3.011024621,-5.712544679,3.011024621,level7
CBDHol,13,1Step,38.0679204,35.17982973,47.66479963,35.17982975,47.66479963,level7
CBDHol,14,1Step,1.7120901,-0.593571684,0,-0.593571686,0,level7
CBDHol,15,1Step,17.0054004,2.624877185,4.844578006,2.624877198,4.844578006,level7
CBDHol,16,1Step,28.7071281,15.21420741,29.16644345,15.21420742,29.16644345,level7
CBDHol,17,1Step,40.3023223,73.17866583,43.11701842,73.17866586,43.11701842,level7
CBDHol,18,1Step,10.937348,39.07051312,49.01146201,39.07051312,49.01146201,level7
CBDHol,19,1Step,88.6944966,63.0877967,49.28889243,63.08779671,49.28889243,level7
CBDHol,20,1Step,118.3772287,65.72090423,70.75071198,65.72090427,70.75071198,level7
CBDHol,21,1Step,62.5117358,45.32717501,54.9805691,45.32717499,54.9805691,level7
CBDHol,22,1Step,21.4235485,59.97515483,61.95231766,59.97515485,61.95231766,level7
CBDHol,23,1Step,53.8096191,1.659547301,13.62948112,1.659547312,13.62948112,level7
CBDHol,24,1Step,0,3.964875178,11.57174348,3.964875148,11.57174348,level7
CBDVis,1,1Step,144.7474715,104.9788491,119.8472846,104.9788491,119.8472846,level7
CBDVis,2,1Step,27.595062,10.8628218,32.03765231,10.86282178,32.03765231,level7
CBDVis,3,1Step,21.1715625,14.26878897,30.58113566,14.26878896,30.58113566,level7
CBDVis,4,1Step,45.7681983,54.86172476,78.99405915,54.86172482,78.99405915,level7
CBDVis,5,1Step,93.4531211,43.66642496,76.86232372,43.66642494,76.86232372,level7
CBDVis,6,1Step,36.9756426,64.88517953,64.57904995,64.88517954,64.57904995,level7
CBDVis,7,1Step,62.2247628,121.1789313,134.7189272,121.1789314,134.7189272,level7
CBDVis,8,1Step,34.5151932,75.59926961,90.02658632,75.59926962,90.02658632,level7
CBDVis,9,1Step,32.6214297,71.22210102,77.69292906,71.22210102,77.69292906,level7
CBDVis,10,1Step,10.6799546,51.79063763,64.79041339,51.79063761,64.79041339,level7
CBDVis,11,1Step,61.9940759,49.59794082,46.12840781,49.59794085,46.12840781,level7
CBDVis,12,1Step,85.6856525,70.51850691,81.34672359,70.5185069,81.34672359,level7
CBDVis,13,1Step,103.6882529,133.5876188,132.2542388,133.5876188,132.2542388,level7
CBDVis,14,1Step,8.8828253,28.63054254,32.83636228,28.63054256,32.83636228,level7
CBDVis,15,1Step,22.8920183,32.35830938,33.65629036,32.35830939,33.65629036,level7
CBDVis,16,1Step,59.4166902,83.99535196,76.94255548,83.99535192,76.94255548,level7
CBDVis,17,1Step,47.4963631,75.6363475,73.08914275,75.63634752,73.08914275,level7
CBDVis,18,1Step,48.1601316,40.6089044,60.29197479,40.60890441,60.29197479,level7
