,Series,ETS.rec,ETS.unrec,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,Actual,date,ForecastInterval,OLS.var.rec,OLS.var.unrec
938,Region/ACA,808.4926849,797.5668531,808.4926849,687.1025193,682.324624011957,715.229686503499,800.6792133,2,1Step,,
939,Region/ACA,856.202118,858.1160912,856.202118,786.3477319,793.233001901519,790.952497092603,1235.941227,3,1Step,,
940,Region/ACA,1184.104748,1171.620039,1184.104748,1169.086201,1145.17322183223,1135.4053485051,1116.071657,4,1Step,,
941,Region/ACA,708.4681598,702.1450365,708.4681598,592.8891762,579.855270327725,564.894436907929,869.0912121,5,1Step,,
942,Region/ACA,576.9185214,549.3741989,576.9185214,604.0560966,508.663958737966,494.386233937072,769.6708957,6,1Step,,
943,Region/ACA,712.9906128,680.9434825,712.9906128,689.9159768,642.824800418901,620.17281908958,529.5716597,7,1Step,,
944,Region/ACA,579.517727,559.0431144,579.517727,579.1690036,486.555122291869,454.036930598632,840.7129406,8,1Step,,
945,Region/ACA,615.3104121,583.6360857,615.3104121,546.3313811,516.162994173998,519.262386023261,713.7146559,9,1Step,,
946,Region/ACA,980.1078032,955.0483226,980.1078032,1028.760676,853.040999379812,849.665888519013,722.4996773,10,1Step,,
947,Region/ACA,721.8316188,694.9171181,721.8316188,774.5019536,640.498435462083,595.349723535511,1004.367085,11,1Step,,
948,Region/ACA,1010.384768,975.3501071,1010.384768,959.9519966,878.132906366721,856.723725862487,829.2701471,12,1Step,,
949,Region/ACA,3418.417676,3299.1707,3418.417676,2764.788378,3014.33046511388,3022.19542583887,2816.007538,13,1Step,,
950,Region/ACA,872.2554963,841.5373893,872.2554963,777.9683949,733.548916892181,739.588024011977,901.0228138,14,1Step,,
951,Region/ACA,1003.896273,972.0262766,1003.896273,939.8853144,891.493359399665,837.363198519067,1059.340016,15,1Step,,
952,Region/ACA,1310.344234,1258.423408,1310.344234,1087.477227,1172.0431940916,1136.92981802608,931.5082899,16,1Step,,
953,Region/ACA,833.6049708,812.5154595,833.6049708,755.5536053,646.399468683668,592.463523063349,616.5197945,17,1Step,,
954,Region/ACA,645.9337669,605.1690681,645.9337669,715.8033474,550.25085131021,515.056385353963,768.4385378,18,1Step,,
955,Region/ACA,788.2726275,726.2579523,788.2726275,624.5065721,631.517705505722,615.483721213191,714.6411507,19,1Step,,
956,Region/ACA,677.6576922,624.9707057,677.6576922,528.0834728,567.210889829861,508.891745839401,462.3843129,20,1Step,,
957,Region/ACA,669.0123248,619.4856883,669.0123248,515.9244015,543.721532447763,518.232910627211,463.145443,21,1Step,,
958,Region/ACA,1007.464707,938.1845382,1007.464707,819.5823671,836.158254222855,826.218641936777,907.2884911,22,1Step,,
959,Region/ACA,836.8503527,787.6824193,836.8503527,853.8219409,754.113824658737,647.58105767497,986.2338766,23,1Step,,
960,Region/ACA,1004.111125,948.4018221,1004.111125,853.5695236,883.55557615902,855.747646280227,759.9514254,24,1Step,,
961,Region/ADA,284.7807509,253.911597,284.7807509,291.7315497,275.09020151782,285.902059294791,252.515638,1,1Step,,
962,Region/ADA,89.65653077,92.68052429,89.65653077,92.20524739,81.1368513799543,94.4116387243387,63.2597778,2,1Step,,
963,Region/ADA,107.1470437,119.5954114,107.1470437,115.8319468,104.931105449071,102.934098312187,130.222746,3,1Step,,
964,Region/ADA,148.963504,151.2645991,148.963504,173.3457862,156.547425369759,148.898447633718,129.2431593,4,1Step,,
965,Region/ADA,71.80036537,71.14176175,71.80036537,66.09871699,78.883255273898,73.0641589635879,78.0616152,5,1Step,,
966,Region/ADA,116.8443389,110.4040457,116.8443389,113.7191265,114.071140836709,112.974339263206,159.2260618,6,1Step,,
967,Region/ADA,518.4807734,510.8538947,518.4807734,570.3216437,485.978991740083,471.567448785665,441.5428525,7,1Step,,
968,Region/ADA,421.0179449,412.570767,421.0179449,408.9038685,442.469667477439,431.693693113211,424.2106819,8,1Step,,
969,Region/ADA,305.8212381,296.8435935,305.8212381,266.7868772,305.399888495732,312.462063626123,334.3074049,9,1Step,,
970,Region/ADA,158.9004788,156.2988849,158.9004788,117.7062349,138.011685771643,134.50844125876,196.6924411,10,1Step,,
971,Region/ADA,119.0051477,109.7244682,119.0051477,110.6721796,106.433887969321,92.8119412438782,122.5930561,11,1Step,,
972,Region/ADA,141.4825994,136.9643285,141.4825994,135.6063123,130.554006033756,119.721708915525,132.6424088,12,1Step,,
973,Region/ADA,324.0214486,276.4451816,324.0214486,274.5256641,275.770846528574,277.612914378353,259.6323351,13,1Step,,
974,Region/ADA,97.90256467,92.50672521,97.90256467,74.37889439,75.8013783664682,88.1865591859066,97.3831582,14,1Step,,
975,Region/ADA,123.0640081,118.5511084,123.0640081,106.9761189,124.068085129109,100.686352209735,169.4907537,15,1Step,,
976,Region/ADA,170.9004906,160.8768933,170.9004906,161.0263535,171.301069152668,151.311699555706,137.9075525,16,1Step,,
977,Region/ADA,86.69543266,77.58877736,86.69543266,68.50762658,88.5654391668414,73.1692550999912,91.7543021,17,1Step,,
978,Region/ADA,144.0293392,123.4673452,144.0293392,116.099016,136.66667039608,111.295084154507,62.7743824,18,1Step,,
979,Region/ADA,524.7790694,503.6484943,524.7790694,532.4047983,493.668593636226,489.237618351736,536.7929123,19,1Step,,
980,Region/ADA,465.1279871,453.055256,465.1279871,410.115357,442.068445242448,421.749640175741,473.0935704,20,1Step,,
981,Region/ADA,322.9674176,309.8868572,322.9674176,260.9841807,307.380241587067,291.118752451202,326.4514727,21,1Step,,
982,Region/ADA,173.9015694,144.779167,173.9015694,120.1524853,143.870140678535,129.686720807158,124.0492333,22,1Step,,
983,Region/ADA,128.2854342,107.2407113,128.2854342,102.8071919,136.326860000412,96.9926287451284,236.8821168,23,1Step,,
984,Region/ADA,154.4688814,141.6586052,154.4688814,145.8490324,120.340405420241,104.436118127206,64.0764599,24,1Step,,
985,Region/ADB,357.2322404,328.8077518,357.2322404,283.1382932,271.51459257737,282.574433356652,324.5893104,1,1Step,,
986,Region/ADB,188.7408659,192.4804073,188.7408659,257.8928905,158.287571497654,170.314557919126,166.4210496,2,1Step,,
987,Region/ADB,212.5586995,224.5379947,212.5586995,219.5574845,185.094029721342,181.748743558289,169.8250904,3,1Step,,
988,Region/ADB,312.1623876,317.0854808,312.1623876,227.5901526,286.720561129443,279.604897771831,171.2101004,4,1Step,,
989,Region/ADB,212.0839946,213.3533379,212.0839946,190.0701493,163.582010038349,156.708810799592,235.2131407,5,1Step,,
990,Region/ADB,200.2913978,194.507347,200.2913978,185.3452906,194.524607193512,194.115963975431,190.0017871,6,1Step,,
991,Region/ADB,210.6352638,200.0132422,210.6352638,241.9350777,204.537826513146,190.719509891158,285.6790632,7,1Step,,
992,Region/ADB,181.3831282,172.6658921,181.3831282,216.9702849,190.883880163944,180.913542139431,344.610428,8,1Step,,
993,Region/ADB,220.5416122,209.7511567,220.5416122,218.0547902,233.125144846228,241.308483162587,145.575755,9,1Step,,
994,Region/ADB,260.1317878,259.2441486,260.1317878,240.8051815,236.95875748856,232.503297890832,310.0523012,10,1Step,,
995,Region/ADB,265.2372764,257.2596173,265.2372764,265.1791446,265.010452143516,250.036452106896,304.3399589,11,1Step,,
996,Region/ADB,238.2023911,231.6002632,238.2023911,222.7844085,236.443683780474,226.615864221383,218.5807253,12,1Step,,
997,Region/ADB,378.4121319,331.0926879,378.4121319,253.7471581,294.206232559391,296.281292223915,436.7778221,13,1Step,,
998,Region/ADB,205.6572346,201.0557674,205.6572346,246.4437027,193.588621425567,207.189745620903,157.1338069,14,1Step,,
999,Region/ADB,245.2816244,241.8329843,245.2816244,241.6408033,217.699227550192,194.658494199068,197.5203709,15,1Step,,
1000,Region/ADB,338.197159,331.9124939,338.197159,210.6524577,307.715215443671,287.698114957397,273.9243193,16,1Step,,
1001,Region/ADB,233.7093951,226.9381671,233.7093951,242.6928304,215.254516210282,198.966594250736,221.4526679,17,1Step,,
1002,Region/ADB,212.3980436,191.3357862,212.3980436,219.0595697,221.356998136262,196.631134626638,207.2675422,18,1Step,,
1003,Region/ADB,236.7206152,213.8974318,236.7206152,247.7201776,220.479071264651,216.369979244866,235.7887861,19,1Step,,
1004,Region/ADB,206.8971138,192.8514817,206.8971138,273.3043111,212.879544824514,193.048751284844,188.925064,20,1Step,,
1005,Region/ADB,221.1564998,207.0710338,221.1564998,194.8133102,217.444009834631,201.597201859182,139.9447759,21,1Step,,
1006,Region/ADB,293.4795849,268.8379433,293.4795849,252.7013064,258.257624076921,243.65580002332,210.6092748,22,1Step,,
1007,Region/ADB,280.7458875,262.2946602,280.7458875,242.6083604,276.170393582951,237.10817071508,262.8476919,23,1Step,,
1008,Region/ADB,234.9750033,221.0003483,234.9750033,223.5777321,235.922754521713,220.440445900624,197.436098,24,1Step,,
1009,Region/ADC,423.3390433,392.9080112,423.3390433,297.1787246,417.553620174372,428.350405406735,456.2082801,1,1Step,,
1010,Region/ADC,149.7157167,152.0633154,149.7157167,174.3456937,125.300845195251,139.125306978195,171.0915176,2,1Step,,
1011,Region/ADC,184.331316,196.4989963,184.331316,216.9846553,176.655984705298,175.104913337326,212.3869689,3,1Step,,
1012,Region/ADC,261.2606934,262.4395736,261.2606934,236.5334996,271.190934944736,264.120828568351,299.3400663,4,1Step,,
1013,Region/ADC,192.6870437,191.9632771,192.6870437,202.2366182,186.114777145531,180.622482559594,174.2658261,5,1Step,,
1014,Region/ADC,190.2004354,184.1923586,190.2004354,256.5191167,174.777370616022,174.357147005338,257.3872276,6,1Step,,
1015,Region/ADC,186.7710149,177.54657,186.7710149,205.9992083,159.45075574517,145.348118259234,170.8431556,7,1Step,,
1016,Region/ADC,163.0495592,153.7307916,163.0495592,186.52569,142.694984426819,131.682614560211,100.9509875,8,1Step,,
1017,Region/ADC,255.1143027,244.5296255,255.1143027,207.0428726,209.121321464881,215.400280066008,203.9061599,9,1Step,,
1018,Region/ADC,205.125096,203.5623404,205.125096,223.1878775,191.51574875922,187.635627025092,247.8630244,10,1Step,,
1019,Region/ADC,222.4423541,212.0160003,222.4423541,190.3767255,224.6219354239,210.587378046639,264.5498827,11,1Step,,
1020,Region/ADC,271.3131176,261.4469234,271.3131176,172.345198,235.596689963758,224.434768806382,299.9723102,12,1Step,,
1021,Region/ADC,449.8016634,401.5151433,449.8016634,310.9325961,427.904224912466,429.76180455005,292.6456432,13,1Step,,
1022,Region/ADC,151.7155095,145.756058,151.7155095,208.0816772,136.339162538345,149.250956669785,223.4879718,14,1Step,,
1023,Region/ADC,212.6227247,210.2072063,212.6227247,230.2632588,198.69930091792,175.68132287108,255.9289533,15,1Step,,
1024,Region/ADC,277.9429715,268.8679031,277.9429715,254.5333361,286.914565599571,266.964726980496,267.1511728,16,1Step,,
1025,Region/ADC,206.3756139,198.9222601,206.3756139,202.4844069,195.670108871608,180.193863788609,324.6417154,17,1Step,,
1026,Region/ADC,206.9588162,186.4734033,206.9588162,241.8213178,198.595323336831,173.689530862069,182.212079,18,1Step,,
1027,Region/ADC,182.7474383,159.5864795,182.7474383,220.7720642,156.033264043983,151.014682093715,124.8557698,19,1Step,,
1028,Region/ADC,180.3984483,165.7873814,180.3984483,182.1574909,152.258784779758,131.687062449243,159.0656079,20,1Step,,
1029,Region/ADC,269.6626709,254.6274487,269.6626709,220.2913267,231.431827963392,215.464931974922,305.7024558,21,1Step,,
1030,Region/ADC,230.0982696,203.6707587,230.0982696,226.1726595,205.185265405549,190.6131930472,143.9482344,22,1Step,,
1031,Region/ADC,260.7752765,240.6605046,260.7752765,252.4068715,264.47563877634,225.910333608846,136.5908323,23,1Step,,
1032,Region/ADC,281.6693203,265.0731947,281.6693203,266.1753171,260.435960245743,245.346117476342,300.4631012,24,1Step,,
1033,Region/ADD,273.0777471,243.4721219,273.0777471,209.2943156,238.014027208605,248.433019138421,225.3385825,1,1Step,,
1034,Region/ADD,146.0631714,147.2129702,146.0631714,187.1086382,110.62009781114,124.241773835417,109.623425,2,1Step,,
1035,Region/ADD,168.0288398,182.3595083,168.0288398,207.1959579,156.634622498156,154.654701209631,126.9629802,3,1Step,,
1036,Region/ADD,280.9308082,286.2803004,280.9308082,263.2367342,265.47356609133,257.903347307301,185.6819427,4,1Step,,
1037,Region/ADD,179.0562863,181.0567793,179.0562863,185.5533158,168.547898121986,163.400033865807,122.6251073,5,1Step,,
1038,Region/ADD,162.7950459,156.4179248,162.7950459,184.7039998,145.302990370095,144.434962749857,153.6665978,6,1Step,,
1039,Region/ADD,176.28412,166.5077084,176.28412,173.9797852,174.86977445773,161.071645764747,219.8968931,7,1Step,,
1040,Region/ADD,153.331621,144.8452107,153.331621,180.6277871,128.015252165873,117.146325225821,174.6444499,8,1Step,,
1041,Region/ADD,185.9041766,176.0906589,185.9041766,198.0069479,147.546262027218,154.3075296589,189.7523429,9,1Step,,
1042,Region/ADD,231.4871748,231.3542494,231.4871748,208.8961584,228.465628361049,224.922160974175,124.0453677,10,1Step,,
1043,Region/ADD,137.722174,127.4174841,137.722174,188.9793347,140.543104825789,127.242998858345,170.5649742,11,1Step,,
1044,Region/ADD,186.3021392,180.1966702,186.3021392,181.1254391,197.66314528355,186.716797286015,187.4794155,12,1Step,,
1045,Region/ADD,290.2177098,241.7083996,290.2177098,192.9665767,241.809298707647,243.991617894755,221.4391649,13,1Step,,
1046,Region/ADD,144.2224524,137.3083073,144.2224524,166.1346541,109.476620791453,121.299084536253,153.9039448,14,1Step,,
1047,Region/ADD,178.3881547,176.0347336,178.3881547,173.1912164,173.63447824416,150.615305977956,250.3936468,15,1Step,,
1048,Region/ADD,278.8937876,271.2215124,278.8937876,178.9820182,272.426284047334,252.580783468118,253.4722847,16,1Step,,
1049,Region/ADD,184.8611696,177.7301443,184.8611696,166.6746654,174.081075040032,158.892349768689,373.6601593,17,1Step,,
1050,Region/ADD,184.2887697,163.2679812,184.2887697,165.911866,159.14019600953,133.701754584182,244.1628071,18,1Step,,
1051,Region/ADD,197.818047,175.0602389,197.818047,190.1542971,168.069006532426,162.951885959971,169.0629894,19,1Step,,
1052,Region/ADD,165.4101728,151.1562325,165.4101728,182.7723071,149.993607555046,129.179427851554,210.2542933,20,1Step,,
1053,Region/ADD,189.4191152,174.4693615,189.4191152,174.7814443,178.776277046778,162.690814166333,330.8351293,21,1Step,,
1054,Region/ADD,264.0768752,238.5993832,264.0768752,207.2928378,241.935543479021,227.7768184438,436.2537129,22,1Step,,
1055,Region/ADD,166.6410656,144.8681328,166.6410656,176.423561,172.510002096758,132.670449523261,318.2726583,23,1Step,,
1056,Region/ADD,245.0192399,230.9423189,245.0192399,176.0506787,221.50600915945,205.778417667393,158.4644853,24,1Step,,
1057,Region/AEA,640.0073201,617.4946383,640.0073201,465.924333,614.036031382134,614.889985987061,561.0825262,1,1Step,,
1058,Region/AEA,285.2446515,298.304787,285.2446515,431.4591734,282.887054307137,290.545060324077,197.0956959,2,1Step,,
1059,Region/AEA,324.7124368,338.4764327,324.7124368,385.2966582,335.7427625792,336.207018672246,329.7511131,3,1Step,,
1060,Region/AEA,505.8057389,509.8704981,505.8057389,489.0868659,487.41839813031,493.011928000046,601.4554672,4,1Step,,
1061,Region/AEA,355.9276324,352.5986648,355.9276324,361.8169441,336.566200514033,334.69064204811,355.3088876,5,1Step,,
1062,Region/AEA,356.9359826,350.8388615,356.9359826,406.2181887,345.439089777524,349.864528125139,346.8717515,6,1Step,,
1063,Region/AEA,427.17464,415.8159347,427.17464,411.4718949,415.787626055157,414.225956469119,432.3875439,7,1Step,,
1064,Region/AEA,331.5441378,322.5889378,331.5441378,360.9596007,321.077944182354,315.460155574998,379.4328363,8,1Step,,
1065,Region/AEA,397.4080982,391.5319487,397.4080982,361.2597743,373.471916401383,372.87833605097,289.6773749,9,1Step,,
1066,Region/AEA,588.2492446,575.0839512,588.2492446,584.2027678,575.936114365378,580.483550479822,574.2653256,10,1Step,,
1067,Region/AEA,381.4599539,398.0804364,381.4599539,456.7703588,351.845507276413,356.592774752692,582.3271826,11,1Step,,
1068,Region/AEA,369.8518475,377.540514,369.8518475,328.002848,347.173221198271,346.367073215946,303.6299635,12,1Step,,
1069,Region/AEA,647.2790581,602.4350355,647.2790581,498.4739558,606.707933891004,614.343604608847,463.8327177,13,1Step,,
1070,Region/AEA,294.4206763,290.1371465,294.4206763,298.3398504,287.115003953172,287.88261139965,315.9063558,14,1Step,,
1071,Region/AEA,338.4846739,343.1563564,338.4846739,363.5148179,343.392144316586,328.081229043556,499.3475762,15,1Step,,
1072,Region/AEA,524.8873771,507.827817,524.8873771,474.5285004,511.337467099109,500.235456193863,498.0373628,16,1Step,,
1073,Region/AEA,363.1276103,355.456749,363.1276103,378.9887031,360.790815734041,346.124728066817,502.5355846,17,1Step,,
1074,Region/AEA,383.6864887,367.669069,383.6864887,380.6367333,340.546359322493,340.06998772532,574.6975699,18,1Step,,
1075,Region/AEA,451.6503894,431.2741533,451.6503894,410.8337291,411.68250362623,409.582857835244,550.9959197,19,1Step,,
1076,Region/AEA,362.7211443,340.2885275,362.7211443,393.809097,343.679866303185,325.792018554822,430.5170051,20,1Step,,
1077,Region/AEA,415.0555288,395.0352544,415.0555288,345.0333088,380.785215519089,374.160498868865,284.4869555,21,1Step,,
1078,Region/AEA,616.2275181,583.9170535,616.2275181,546.7590879,587.790933570922,580.808211410437,479.0831088,22,1Step,,
1079,Region/AEA,394.5928866,393.3487193,394.5928866,518.9838474,422.138735580275,388.409764513606,350.6582651,23,1Step,,
1080,Region/AEA,379.6710181,385.6098099,379.6710181,357.1032104,367.095265378547,362.952871362972,478.7578426,24,1Step,,
1081,Region/AEB,527.887167,505.5957063,527.887167,437.7262525,536.002113283494,536.868888522824,487.7919514,1,1Step,,
1082,Region/AEB,224.0902558,239.252179,224.0902558,268.7825441,203.799777796272,211.871349329802,219.2477814,2,1Step,,
1083,Region/AEB,292.6412514,303.5718961,292.6412514,245.5358126,264.492271946674,264.377794835699,246.4448381,3,1Step,,
1084,Region/AEB,327.139786,329.4483287,327.139786,308.920384,322.860027975129,328.742377379221,513.5177721,4,1Step,,
1085,Region/AEB,257.3932783,250.6144009,257.3932783,203.4315006,229.595428650307,226.924856663806,353.073184,5,1Step,,
1086,Region/AEB,280.711336,274.1403336,280.711336,240.9020657,269.220871668174,271.829701179117,290.153381,6,1Step,,
1087,Region/AEB,304.8861126,291.6679112,304.8861126,265.6199728,304.669225848521,302.701015515349,256.3292194,7,1Step,,
1088,Region/AEB,303.4329863,292.6238978,303.4329863,308.6661229,302.875208460624,296.944743362865,275.8694009,8,1Step,,
1089,Region/AEB,266.6439991,258.404124,266.6439991,289.363481,253.007148126235,252.899376224156,227.898393,9,1Step,,
1090,Region/AEB,346.0903971,332.0183649,346.0903971,329.5972845,338.723149846809,342.519723801006,489.1112707,10,1Step,,
1091,Region/AEB,265.1429247,279.9240417,265.1429247,292.4303589,236.828534137177,240.355359467292,655.205062,11,1Step,,
1092,Region/AEB,222.210443,224.9302199,222.210443,223.8053245,202.599087834777,198.969451752009,212.6461598,12,1Step,,
1093,Region/AEB,567.1537408,523.5417359,567.1537408,455.1853427,535.243245682791,542.827329024774,331.4323948,13,1Step,,
1094,Region/AEB,241.8884193,236.7508378,241.8884193,287.2228094,223.041606911399,224.308220185358,149.6368965,14,1Step,,
1095,Region/AEB,313.149744,316.1111341,313.149744,330.4041797,280.373810624195,265.340640926875,355.2329596,15,1Step,,
1096,Region/AEB,371.2099,353.9314163,371.2099,376.5259084,339.493275920004,329.045806763229,568.5294183,16,1Step,,
1097,Region/AEB,277.7080177,267.3252969,277.7080177,275.882468,258.105234167791,243.771226067424,275.2869488,17,1Step,,
1098,Region/AEB,295.0072007,278.7168002,295.0072007,285.8274387,281.275498863809,281.181563978094,222.7655251,18,1Step,,
1099,Region/AEB,316.0966311,296.2391284,316.0966311,279.6838699,303.028643051202,300.886129543521,456.6512024,19,1Step,,
1100,Region/AEB,318.3266281,294.5651968,318.3266281,280.8369134,311.224165342937,293.133268205852,297.5585525,20,1Step,,
1101,Region/AEB,297.8906281,277.2303174,297.8906281,269.798446,261.393831493157,255.489206437987,312.4179764,21,1Step,,
1102,Region/AEB,383.8638099,353.1604994,383.8638099,375.6088488,357.161255601196,350.891715225065,327.7234804,22,1Step,,
1103,Region/AEB,330.8365359,329.5778559,330.8365359,443.5974009,311.40359002511,278.769662196454,235.6244426,23,1Step,,
1104,Region/AEB,217.2425091,222.891946,217.2425091,280.3716855,223.516678489235,219.790662561719,309.3357292,24,1Step,,
1105,Region/AEC,118.3074505,97.92791519,118.3074505,120.8388286,70.2632473104306,70.4859977742677,68.0439327,1,1Step,,
1106,Region/AEC,51.05628401,66.95096737,51.05628401,95.49914301,29.222986878042,36.7491006593371,38.3795003,2,1Step,,
1107,Region/AEC,51.6114674,62.40516337,51.6114674,85.48392304,41.5617452435186,41.2927743207626,58.7425568,3,1Step,,
1108,Region/AEC,133.1688854,135.3152999,133.1688854,114.5864819,97.7894064293457,103.699479935285,127.8507646,4,1Step,,
1109,Region/AEC,117.8595082,110.963303,117.8595082,103.4675225,112.647375678164,110.686804277806,56.7714765,5,1Step,,
1110,Region/AEC,113.2515433,105.4903108,113.2515433,104.8476183,65.842993966862,69.117827943838,125.0409873,6,1Step,,
1111,Region/AEC,147.7152818,133.7889837,147.7152818,117.1761488,131.845502176678,129.775941889911,139.0785136,7,1Step,,
1112,Region/AEC,117.3054643,104.8313824,117.3054643,114.549819,106.085531543937,99.9863709915359,216.827096,8,1Step,,
1113,Region/AEC,180.2931098,174.4479085,180.2931098,135.8221709,144.581516981424,144.176632560404,102.2485492,9,1Step,,
1114,Region/AEC,147.3393689,132.7739599,147.3393689,126.0490204,129.031821615179,132.27348062823,255.6094209,10,1Step,,
1115,Region/AEC,152.1628497,172.4956583,152.1628497,160.6904153,47.7148749330208,52.3989825259696,70.2345269,11,1Step,,
1116,Region/AEC,199.613818,214.8677566,199.613818,96.43599117,105.409446656926,105.096993877442,65.8303895,12,1Step,,
1117,Region/AEC,131.4968451,86.83304292,131.4968451,92.1056147,61.0468091372691,68.4779822884378,72.4923715,13,1Step,,
1118,Region/AEC,64.24838185,59.28157158,64.24838185,77.66130612,36.7928347566008,36.8919488354243,67.0042849,14,1Step,,
1119,Region/AEC,61.46621877,63.54915981,61.46621877,92.80100018,56.7885125320588,41.2412715086731,60.7736711,15,1Step,,
1120,Region/AEC,140.1747524,121.6934839,140.1747524,114.0817094,117.622019879866,106.141976635883,158.6404324,16,1Step,,
1121,Region/AEC,127.8125225,117.5239461,127.8125225,99.97780923,122.157769525303,107.474385527566,182.4908915,17,1Step,,
1122,Region/AEC,113.7223,94.58320866,113.7223,116.3456811,69.5523135694333,68.5438400652453,121.4428169,18,1Step,,
1123,Region/AEC,181.7163403,161.6666272,181.7163403,124.4932259,136.735007829974,134.26621328434,163.1815122,19,1Step,,
1124,Region/AEC,162.3045563,138.7404213,162.3045563,140.4568273,128.685809145282,110.248071904057,208.9302626,20,1Step,,
1125,Region/AEC,204.3906597,184.1539651,204.3906597,126.1069571,153.250529177122,146.726824869809,174.3732829,21,1Step,,
1126,Region/AEC,197.4308455,166.7152001,197.4308455,145.0312403,144.481386290188,137.568628955591,135.0946045,22,1Step,,
1127,Region/AEC,163.9037669,166.5253892,163.9037669,181.0170632,109.559416457811,73.7674409289375,80.72432,23,1Step,,
1128,Region/AEC,223.0390004,240.0681039,223.0390004,101.8920881,108.025662368792,103.938274708805,276.7576531,24,1Step,,
1129,Region/AED,244.6332471,226.8994893,244.6332471,140.4264,182.104571229794,182.641859107687,175.8763363,1,1Step,,
1130,Region/AED,96.82091858,113.1109861,96.82091858,121.9929259,85.6805029751696,93.2938060671119,101.5212455,2,1Step,,
1131,Region/AED,124.7797321,137.109427,124.7797321,166.6007879,125.449347516782,125.959478282233,202.8582143,3,1Step,,
1132,Region/AED,222.7886775,226.2360576,222.7886775,217.405785,215.424522158608,223.372950785637,190.2526813,4,1Step,,
1133,Region/AED,144.0447619,137.9480629,144.0447619,137.5687411,122.916220447021,121.05132226669,215.6940111,5,1Step,,
1134,Region/AED,167.6988669,159.7556936,167.6988669,147.6881194,157.848195490026,162.443943878325,196.2256065,6,1Step,,
1135,Region/AED,214.4738961,202.5076247,214.4738961,171.1552981,179.609197068131,178.819400785108,187.3153719,7,1Step,,
1136,Region/AED,146.0527393,135.0146459,146.0527393,162.206367,131.114775010967,125.689313949831,104.7587579,8,1Step,,
1137,Region/AED,149.1039515,142.1332349,149.1039515,144.7671579,122.495162928029,122.18352089016,135.3251116,9,1Step,,
1138,Region/AED,192.8158054,180.1713523,192.8158054,173.1760444,155.823882362564,159.581394576256,199.4117938,10,1Step,,
1139,Region/AED,117.7168223,134.7472345,117.7168223,166.1430783,126.780342996252,132.580330391112,125.6708934,11,1Step,,
1140,Region/AED,107.9126608,114.1754384,107.9126608,137.3251211,107.045624473723,107.051052940663,177.9500535,12,1Step,,
1141,Region/AED,275.1178755,233.6728137,275.1178755,161.9022594,195.273893982508,204.079675927183,232.9068406,13,1Step,,
1142,Region/AED,128.4500618,124.6808701,128.4500618,128.6616611,110.616690264774,111.950003222443,114.6522664,14,1Step,,
1143,Region/AED,148.18211,153.1300964,148.18211,175.1672133,162.035188244525,147.746331623731,149.2151014,15,1Step,,
1144,Region/AED,251.1719628,235.3131457,251.1719628,210.4526078,211.555225637118,200.101768460857,162.2111667,16,1Step,,
1145,Region/AED,157.8985726,148.1003274,157.8985726,175.0333342,152.678455765508,138.154999968428,345.5897053,17,1Step,,
1146,Region/AED,190.6281843,172.9841365,190.6281843,168.8943416,197.324537209669,199.278596368987,221.6422501,18,1Step,,
1147,Region/AED,235.3945958,215.9891524,235.3945958,187.5367323,190.882208060339,189.768767640562,222.6131421,19,1Step,,
1148,Region/AED,169.3767441,144.7652128,169.3767441,153.9845923,149.541490347913,130.73964101045,164.2671576,20,1Step,,
1149,Region/AED,174.3438222,152.6252492,174.3438222,163.3186365,147.79351771884,141.482325508349,107.7933848,21,1Step,,
1150,Region/AED,232.0728019,201.1466703,232.0728019,193.6682399,174.724916650366,168.349211674402,260.4460035,22,1Step,,
1151,Region/AED,148.2614315,147.5483153,148.2614315,178.747796,169.004091880403,134.04569607391,147.9181987,23,1Step,,
1152,Region/AED,129.0300452,135.2057768,129.0300452,186.0573491,138.280803710236,135.60885487188,123.2872713,24,1Step,,
1153,Region/AFA,677.9472147,606.6625617,677.9472147,495.5283042,531.883317341856,548.78535588604,896.5761076,1,1Step,,
1154,Region/AFA,393.7670354,382.3056887,393.7670354,452.3815602,370.165067181518,406.760875355904,334.3218378,2,1Step,,
1155,Region/AFA,470.2651995,470.54404,470.2651995,463.6697919,443.409873138502,442.945831255312,465.1734215,3,1Step,,
1156,Region/AFA,529.5783811,517.042098,529.5783811,471.153494,484.088658437606,472.433482578243,390.9631736,4,1Step,,
1157,Region/AFA,433.363404,426.375103,433.363404,448.6591318,431.307006673389,416.302205984522,421.4831031,5,1Step,,
1158,Region/AFA,406.4554442,381.2734316,406.4554442,455.8466676,412.426036754514,396.232747522455,414.068649,6,1Step,,
1159,Region/AFA,565.4027985,534.9944256,565.4027985,485.9133333,500.369682138747,473.862519478408,693.7140969,7,1Step,,
1160,Region/AFA,403.7646657,382.2620758,403.7646657,424.9982566,418.859905336652,385.081589006156,447.2407915,8,1Step,,
1161,Region/AFA,466.8861362,436.5681509,466.8861362,437.5496485,420.323275172953,421.355603155091,558.8382225,9,1Step,,
1162,Region/AFA,587.3996706,563.5225186,587.3996706,484.4284353,569.190303926113,563.91987086847,575.1676361,10,1Step,,
1163,Region/AFA,438.7640368,413.0599492,438.7640368,489.9006404,413.220652629501,366.373269018855,476.0906553,11,1Step,,
